firm_id,year,province,asset,type,area,staff,industry,age,profit,revenue,wage
600801.SH,2017,42,30499323197,0,4,14259,49,24,192951998.6,20889291990,875.07
600800.SH,2017,12,520406806,1,1,970,47,38,267461848,141632336.1,58.51
600798.SH,2017,33,6241011903,1,1,835,4,20,324343397.5,1587239982,160.9
600796.SH,2017,33,1050177600,1,1,642,48,24,274653933.3,467584528.4,138
600794.SH,2017,32,3349347686,1,1,521,3,23,99595610.74,1048540668,139.14
600793.SH,2017,51,3538742539,1,4,1396,52,21,-150826414.2,1157964830,69.61
600791.SH,2017,11,6301190620,1,1,153,17,20,-204241595.1,743146075.8,176.37
600787.SH,2017,12,18720183153,1,1,4641,3,20,110946529.6,23462419021,259.2
600785.SH,2017,64,4555442845,0,4,8017,23,20,-321772604.9,7435610775,247.41
600784.SH,2017,37,4178898057,1,1,2238,8,24,68601840.96,1553098028,77.44
600783.SH,2017,37,5608995659,1,1,485,21,24,96117891.15,215760969.4,256.8
600782.SH,2017,36,33225929445,1,3,19363,46,14,46831928.51,49967013591,163.15
600778.SH,2017,65,5247363218,0,4,4850,23,24,50884413.93,5884647881,267.43
600773.SH,2017,54,11062855072,1,4,96,17,21,120012169.1,964852157.5,290
600761.SH,2017,34,7090916791,1,3,5661,11,24,41511549.19,8390522768,125.65
600757.SH,2017,42,10036376789,1,4,4564,22,21,97586585.93,11231863422,181.52
600755.SH,2017,35,71380944869,1,1,4552,6,21,-135365401.9,1.65E+11,1.09E+03
600754.SH,2017,31,43559696291,1,1,39149,32,23,-630081311.6,13582583603,194.64
600753.SH,2017,35,219375790,0,1,11,6,21,16270586.91,346233448.1,119.01
600751.SH,2017,12,1.23E+11,0,1,31924,38,21,24934058.48,3.15E+11,1.31E+02
600749.SH,2017,54,1336494212,0,4,946,32,21,353902558.2,141632185.3,61.47
600748.SH,2017,31,39050265413,1,1,4803,17,21,362023768.2,7233916852,207.9
600746.SH,2017,32,649419877,1,1,518,47,21,409993727.6,777314393.5,69.63
600743.SH,2017,11,34352989582,1,1,494,17,25,528852426,9903786949,1065.95
600742.SH,2017,22,8839376670,1,2,5517,30,24,618315133.1,12732777213,184.06
600741.SH,2017,31,1.23E+11,1,1,30374,30,25,292454138.4,1.40E+11,4.72E+02
600739.SH,2017,21,35515785966,1,2,1735,6,24,473442269.8,13998827377,328.43
600738.SH,2017,62,5000810724,0,4,877,23,21,106481879.2,1366363613,160.53
600737.SH,2017,65,17102447652,1,4,6584,56,24,66598457.59,19157209815,675.74
600736.SH,2017,32,26378303356,1,1,1113,17,23,-1456076869,6242486938,234.8
600735.SH,2017,37,1103664264,0,1,1616,53,24,422373997.9,1356282525,80.66
600731.SH,2017,43,1882905914,1,4,2346,48,23,962439501,1217860953,137.86
600730.SH,2017,11,3612321358,1,1,138,33,25,816494626,289431250.5,411
600729.SH,2017,50,13243503613,1,4,22026,23,25,737084906,32915365090,397.16
600727.SH,2017,37,1470911513,1,1,844,47,21,759282870.8,607754449.9,103
600724.SH,2017,33,14328924426,1,1,2203,49,24,671869131.3,4157209646,239.5
600722.SH,2017,13,1190453653,1,1,177,47,21,728101560.4,779307603,40.36
600720.SH,2017,62,10140927880,1,4,6341,49,21,768119429.6,5968969317,377.33
600717.SH,2017,12,36009250146,1,1,7364,5,35,6040103876,14234410632,160.44
600716.SH,2017,32,8248379000,1,1,136,17,21,3672257901,1343112301,147.63
600715.SH,2017,21,10499402293,1,2,2344,22,24,10324804820,2277279289,493
600714.SH,2017,63,652183741.1,1,4,212,47,21,6798619101,91082871.22,75.26
600712.SH,2017,45,2237802076,1,4,1393,23,21,20867635.32,2252422121,70.93
600710.SH,2017,32,41317585022,1,1,10594,6,21,17687320.49,74085713073,513.27
600708.SH,2017,31,54154492235,1,1,4348,17,24,20355792.31,20811263325,575.32
600706.SH,2017,61,1886870913,1,4,4064,32,25,14273740.92,1132206742,84.34
600705.SH,2017,23,2.34E+11,1,2,4373,18,25,-24089833.48,5707025888,158.37
600704.SH,2017,33,85943807473,1,1,18150,3,25,-23181939.48,2.76E+11,5.10E+02
600699.SH,2017,33,35355043856,0,1,24075,30,25,13134954.48,26605600273,739.24
600698.SH,2017,43,1334449002,1,4,1460,30,24,94983101.34,582614166.1,111.18
600697.SH,2017,22,21764059442,1,2,7978,23,25,101861320,13981423952,140.86
600696.SH,2017,31,813049565.4,0,1,26,57,28,101715650.5,175089263.7,182.77
600694.SH,2017,21,17641971812,0,2,20185,23,25,30673761.87,26743513680,848.8
600693.SH,2017,35,6808263172,0,1,1171,23,36,963278345.5,3855695681,525.44
600692.SH,2017,31,2097091114,1,1,293,17,24,883924621.5,1213836032,212.45
600691.SH,2017,14,41899454944,1,1,21359,48,29,1004187032,20261692935,193.54
600689.SH,2017,31,752458122.3,1,1,927,27,23,854746792.9,1277461194,246
600686.SH,2017,35,25099892172,1,1,15967,31,21,486663001.9,17736084000,275.6
600685.SH,2017,44,44157662028,1,1,19952,11,23,-172007903.7,22313381938,133.09
600684.SH,2017,44,13643677678,1,1,1193,17,25,55525780.73,4239854137,368.02
600683.SH,2017,33,27863471414,1,1,555,17,25,126216151.3,6217396049,1175.61
600679.SH,2017,31,1899202158,1,1,748,29,24,465100065.5,1428081359,56.76
600678.SH,2017,51,436680570.6,0,4,197,49,29,518119301.1,184964514.9,205.35
600676.SH,2017,31,8861470584,1,1,6710,30,24,612123690.3,9315052546,177.31
600675.SH,2017,31,27858339498,1,1,1565,17,24,1102798792,7658970285,253.06
600668.SH,2017,33,4175730847,1,1,1842,49,28,709511856.3,2826567157,226.4
600667.SH,2017,32,16842543371,1,1,7290,13,24,-49758214.64,12033819449,150.7
600665.SH,2017,61,21572615351,1,4,1674,17,25,183550185.3,3954709078,415.78
600663.SH,2017,31,81180120506,1,1,4593,17,23,326998594.2,9324593808,444.09
600661.SH,2017,31,3158389884,0,1,4719,33,34,-3833237147,1723561602,296.77
600660.SH,2017,35,31704009489,0,1,24547,30,25,995227706.9,18715608755,893.05
600658.SH,2017,11,11320091264,1,1,259,17,31,1967216461,2133974600,220.11
600657.SH,2017,11,71952754603,1,1,2361,17,33,1201979496,15216048901,392
600653.SH,2017,21,9939779583,1,2,1764,31,25,655718706.8,5802474689,190.05
600650.SH,2017,31,4543365703,1,1,11014,2,24,508246513.7,2368745860,177.8
600649.SH,2017,31,37769620784,1,1,2144,17,25,907817992.2,3215164135,233.5
600648.SH,2017,31,30552634719,1,1,2920,17,23,1034827423,8953567421,231.05
600647.SH,2017,31,550978717.6,1,1,46,6,26,767809843.9,23686746.76,274.05
600643.SH,2017,31,16750584306,0,1,493,18,34,1169942558,670697957,731.41
600641.SH,2017,31,8814708682,0,1,420,17,26,1039990929,2096261941,725.76
600640.SH,2017,31,6507941932,1,1,2428,39,25,841415852.6,5565621971,135.12
600639.SH,2017,31,20484594066,1,1,317,16,24,965622721.8,1673825792,173.27
600638.SH,2017,31,10749009170,1,1,467,17,21,1001351677,1777590446,316.8
600637.SH,2017,31,37332215322,1,1,6039,22,27,969453379.6,16261159464,573.86
600635.SH,2017,31,20744021224,0,1,2131,15,25,1131609928,4602108249,558
600633.SH,2017,33,9886028453,1,1,4532,39,25,82819917.36,1626620618,323.92
600630.SH,2017,31,2720138045,1,1,2279,27,26,84825485.43,4421910430,292.64
600629.SH,2017,31,7403521911,1,1,5937,6,25,43087348.58,5289745003,223.64
600628.SH,2017,31,5855983946,1,1,1147,23,21,15781051.61,3022490639,174.48
600626.SH,2017,31,10827525192,1,1,3315,30,31,-5290894.25,11125998826,265.8
600623.SH,2017,31,38789379255,1,1,13384,48,25,-191626843.8,43553292863,189.5
600622.SH,2017,31,13450375865,1,1,479,17,23,-72801403.39,3083306575,1581.6
600621.SH,2017,31,17379547732,1,1,1025,21,25,-73660855.01,2225647735,423.01
600620.SH,2017,31,2965530661,0,1,571,2,28,-8290512.6,51207881.08,349.8
600618.SH,2017,31,4549388216,1,1,915,47,25,-2778603.99,7226746075,222.5
600611.SH,2017,31,15839305565,0,1,13500,2,23,-112578801,2394296441,303.58
600610.SH,2017,31,431550290.8,0,1,450,47,25,-382114735.6,30521415.09,123.29
600609.SH,2017,21,5949236658,1,2,11783,30,33,1486288573,5770545976,171
600606.SH,2017,31,8.49E+11,0,1,26686,17,25,1360766336,2.90E+11,2.08E+03
600605.SH,2017,31,1237981758,0,1,87,6,26,1025383911,2473493740,78
600604.SH,2017,31,12699141996,1,1,155,17,24,1232366853,2191395320,246.57
600603.SH,2017,51,9426863476,0,4,494,17,29,1717501882,1100658652,146.51
600598.SH,2017,23,7646957935,1,2,32304,56,19,1602814288,2992414562,126.34
600596.SH,2017,33,9060340974,0,1,5448,48,24,1778257698,7276473810,286.2
600592.SH,2017,35,2809231775,1,1,2325,11,20,2824221408,890472067.7,104.63
600586.SH,2017,37,9601306132,0,1,4167,49,18,2610895708,4353827869,175.5
600585.SH,2017,34,1.22E+11,1,3,43213,49,20,2454255437,75310819763,422.32
600583.SH,2017,12,28395956228,1,1,7909,34,17,2940643546,10252537178,245.53
600582.SH,2017,11,36424714723,1,1,23530,11,17,125369311.1,15378645863,223.6
600581.SH,2017,65,18601261931,1,4,2879,46,17,52363067.53,16756853625,147.6
600580.SH,2017,33,16775472374,0,1,14174,7,19,49755240.63,10086036671,502.9
600579.SH,2017,37,1599677576,1,1,887,11,18,98319210.66,446333579.9,115.18
600576.SH,2017,33,2085424393,0,1,419,22,25,83292199.15,791711759.3,136.58
600575.SH,2017,34,17263179833,1,3,6578,3,17,83631410.45,9555983953,178.32
600569.SH,2017,41,33152754949,1,4,18472,46,21,70044698.51,27029207890,69.82
600567.SH,2017,34,26930571653,0,3,8817,50,18,33605258.09,17469682594,237.83
600565.SH,2017,50,37559494499,0,4,2391,17,20,75661338.92,9537987620,550.5
600563.SH,2017,35,2664365459,0,1,1675,38,19,26468960.93,1697634259,254.8
600561.SH,2017,36,6935334680,1,3,16165,2,22,55963034.64,2832356345,193.36
600560.SH,2017,11,1640308900,1,1,456,11,18,29767081.14,538138332.2,139.65
600558.SH,2017,51,2862888622,1,4,2138,51,18,73162206.61,2110258286,133.61
600556.SH,2017,45,125768677.5,0,4,477,39,24,145865413.4,65825072.43,40
600551.SH,2017,34,6741398689,1,3,3133,22,18,442171784.5,6606508718,125.96
600549.SH,2017,35,18850561140,1,1,11600,51,20,666918729.2,14188321857,576.86
600548.SH,2017,44,37473826543,1,1,4180,5,21,183322523.4,4836620834,471.6
600545.SH,2017,65,14531772000,0,4,847,11,24,-120428934.8,8713412000,587.89
600540.SH,2017,65,2257246502,1,4,3751,56,18,1678573000,1102602781,49.73
600539.SH,2017,14,478759365.2,0,1,229,24,18,3256021000,77015760.72,105.29
600533.SH,2017,32,15342273417,1,1,214,17,18,529700000,1701872902,400.57
600528.SH,2017,11,31636309722,1,1,18250,11,18,538034000,15885586112,264.04
600527.SH,2017,32,2568303314,0,1,722,48,21,2041724088,1429411738,109
600526.SH,2017,33,8330403315,1,1,3992,10,17,2029194757,3805117860,112.64
600523.SH,2017,52,3658589143,1,4,7510,30,18,1717225226,3391140354,210.65
600520.SH,2017,34,869940432.2,0,3,794,11,17,1753477239,313049823,77.18
600512.SH,2017,33,11006186039,0,1,3295,13,22,1851976842,3589647118,220.79
600510.SH,2017,32,22082315159,1,1,2834,17,24,1801908037,6289219498,245.02
600507.SH,2017,36,8616497971,0,3,7422,46,18,955029749,13944749595,2402.51
600503.SH,2017,31,6152411762,0,1,226,17,21,128582676,2110016909,696.8
600502.SH,2017,34,63507467725,1,3,5319,13,19,-198266057,35457095131,177.88
600500.SH,2017,31,55760657558,1,1,16941,48,19,-110593336,62466074604,484
600499.SH,2017,44,12250757678,0,1,4593,11,21,612776894,5728513617,300
600496.SH,2017,34,11553716130,0,3,5637,12,18,100908230.1,6532775909,196.63
600495.SH,2017,14,3838442763,1,1,1836,11,17,110664550.1,1350103486,95.22
600493.SH,2017,35,1088494989,0,1,1569,27,26,115917699.7,821179833.1,136.78
600491.SH,2017,33,37291617038,0,1,4287,13,22,132467348.2,17873377644,197
600486.SH,2017,32,7083698364,1,1,1585,48,18,109383151.5,4438228163,357.63
600482.SH,2017,13,44190518163,1,1,19149,11,17,129594203.1,23147102636,217.29
600481.SH,2017,32,3853631375,0,1,2304,11,22,172114761,1718356014,92
600480.SH,2017,13,11851196694,1,1,9623,30,22,216330940,11844950858,231.2
600477.SH,2017,33,6947584363,0,1,4952,12,17,116716742.9,4628165364,193.98
600475.SH,2017,32,10143267205,1,1,2267,10,17,64297881.62,5849390126,187.31
600470.SH,2017,34,5508447933,0,3,4619,48,17,20994906.7,4765555820,61.2
600469.SH,2017,41,7387542319,1,4,8992,30,19,1433750743,7303614224,552.44
600467.SH,2017,37,5793424720,0,1,4985,56,24,376046838.9,1207911835,84.13
600463.SH,2017,11,2906257777,1,1,641,13,17,403540944.9,1605304559,145.88
600458.SH,2017,43,14325811064,1,4,7103,48,23,166038715.8,11399612587,218.11
600455.SH,2017,61,683563662.2,1,4,702,33,23,2234779165,154159779.6,82.52
600449.SH,2017,64,7346325577,1,4,4073,49,19,2092404960,4355343697,345.83
600448.SH,2017,37,3450206905,1,1,4073,27,18,4418472021,2850155070,127.12
600444.SH,2017,34,827548870.4,1,3,660,11,24,2906104418,611829992.3,276.86
600439.SH,2017,41,4451679936,0,4,8732,53,18,1583669508,1946650666,36.5
600433.SH,2017,44,3829545031,1,1,1507,50,24,1584721490,2059907536,238.4
600428.SH,2017,44,21250771066,1,1,5243,4,18,507585956.7,6508692188,169.93
600426.SH,2017,37,16021769786,1,1,3511,47,17,375545209.4,10408071379,420.49
600425.SH,2017,65,9785881275,1,4,4092,49,17,261631914.4,2101120335,53.36
600423.SH,2017,45,3203681622,1,4,3182,48,16,217989464.1,1830073679,51.69
600421.SH,2017,42,53948082.19,0,4,73,6,20,412529519.7,28767309.13,22.95
600418.SH,2017,34,44510292692,1,3,28732,31,18,620094594.8,49146190615,219.53
600409.SH,2017,13,24089608941,0,1,16142,47,18,1414452764,20195731202,286.98
600400.SH,2017,32,5449270043,0,1,4285,27,22,1836893544,2714103886,177.89
600399.SH,2017,21,9565855000,0,2,9845,46,18,2102519504,4984304966,164.95
600398.SH,2017,32,25098302728,0,1,15388,27,20,1801244303,18200091432,250
600392.SH,2017,51,8351106188,1,4,919,51,19,1864687970,5203559760,259.28
600390.SH,2017,43,1.18E+11,1,4,3060,18,18,-21117023.23,9908892577,555.4
600389.SH,2017,32,2952551940,0,1,1694,48,27,-6692369.13,3641359132,322.52
600388.SH,2017,35,14593284055,0,1,6395,10,19,-3689015.61,8112692041,334.67
600386.SH,2017,11,3771747517,1,1,2629,31,18,613703113,4089176357,125.88
600383.SH,2017,44,2.08E+11,0,1,19445,17,29,659232127.6,37332209456,1863
600378.SH,2017,51,1057452021,1,4,795,48,18,522774486.3,526857527.8,185.95
600377.SH,2017,32,42532491238,1,1,5581,5,25,649343102.8,9455680365,178.77
600376.SH,2017,11,2.40E+11,1,1,1880,17,24,921342798,36677641851,443.14
600375.SH,2017,34,10639727095,1,3,4626,11,18,861965096.8,5991041368,107
600373.SH,2017,36,20480659317,1,3,7117,22,19,939302231.3,13306047614,226.49
600371.SH,2017,23,766775226.9,0,2,259,56,22,924769835.9,257773896.2,37.93
600370.SH,2017,32,1749988458,0,1,1213,48,23,113006272.8,1065883410,119.8
600369.SH,2017,50,63694293594,1,4,3032,21,27,130930485.4,3060764762,83.56
600368.SH,2017,45,10693154167,1,4,1084,5,25,137976694.9,1792177210,92.09
600367.SH,2017,52,1744310602,1,4,2865,47,18,297283596.9,1335083507,148.96
600366.SH,2017,33,6195871008,0,1,2768,51,23,399474826.9,1881172771,268
600361.SH,2017,11,9602096530,0,1,20292,58,21,409683201.7,11759162596,248.08
600359.SH,2017,65,2555101774,1,4,2878,56,18,419200422.7,1084701437,77.8
600358.SH,2017,32,875563595.9,1,1,478,22,19,243779515.6,287519905.1,159.65
600356.SH,2017,23,2716855168,1,2,2198,52,23,681895365,1444178232,29.27
600354.SH,2017,62,2767011075,1,4,928,56,19,730864469.1,485178519.2,63.47
600352.SH,2017,33,46352806669,0,1,7926,48,19,371423931.6,15100899901,1763.17
600350.SH,2017,37,50839216550,1,1,6030,5,18,100118667.8,7379531379,169.17
600346.SH,2017,21,19684208065,0,2,11544,48,18,186685808.6,22287966407,165
600343.SH,2017,61,4348386414,1,4,2558,11,18,129944310.9,1840534777,92.02
600340.SH,2017,13,3.76E+11,0,1,19473,17,24,147631052.3,59635420323,1373
600339.SH,2017,65,91247825049,1,4,46842,34,18,158945019.1,55363747575,194.89
600337.SH,2017,36,6924777814,0,3,7009,25,22,124623997.9,4179418202,271.2
600335.SH,2017,12,25909944680,1,1,3881,31,18,127382433.1,50240139696,578.8
600330.SH,2017,33,5455605680,0,1,3592,38,18,188476340.3,2179361018,124
600328.SH,2017,15,6690867850,1,1,4274,47,19,230403104.5,3286088250,148.04
600327.SH,2017,32,5225584314,0,1,4867,23,19,272879727,9167576908,377.86
600326.SH,2017,54,8448596362,1,4,641,49,18,371904318.1,3590958656,139.81
600325.SH,2017,44,1.40E+11,1,1,3660,17,25,2791429.03,19916813946,1016
600323.SH,2017,44,14112685344,1,1,3827,10,25,-6828638.97,4202080685,273.8
600322.SH,2017,12,35679077292,1,1,488,17,24,-5166864.18,6349494852,143.79
600321.SH,2017,51,3334263770,0,4,1089,12,24,16527768.69,1163468540,148.88
600320.SH,2017,31,67519953829,1,1,8861,11,25,9189872.48,21858814000,201.38
600318.SH,2017,34,6347004831,0,3,304,19,10,46898917.36,633236981.9,254.21
600315.SH,2017,31,9603959103,0,1,2276,53,22,31800579.85,6488246212,892.2
600313.SH,2017,11,3543031576,1,1,1506,6,18,68235005.13,3866695067,119.85
600309.SH,2017,37,65827732248,1,1,7888,47,19,92292148.44,53123173259,1146.08
600308.SH,2017,37,14271765812,0,1,7522,52,24,303339734.2,13658917356,78
600307.SH,2017,62,39860972169,1,4,23044,46,18,73506760.04,40987348814,232.31
600303.SH,2017,21,7758178035,0,2,4898,31,22,-884492.38,3809181041,190.6
600302.SH,2017,61,1660257681,1,4,1963,11,18,-4989779.9,704057400.3,179.51
600299.SH,2017,11,21329082225,1,1,1864,44,18,74051626.99,10397823108,1627
600297.SH,2017,21,1.35E+11,0,2,50702,31,18,42008350.29,1.61E+11,5.74E+02
600295.SH,2017,15,46060997725,0,1,21622,46,22,11418243.44,22126925198,167.6
600293.SH,2017,42,7161608265,0,4,1968,49,24,-48234424.41,12050492172,266.44
600292.SH,2017,50,9046458137,1,4,1941,10,23,94177768.53,3276826256,163.06
600287.SH,2017,32,3932955932,1,1,2426,6,36,-57180665.35,5499472799,151
600284.SH,2017,31,11177820838,1,1,2459,13,19,341220603.3,3261833529,139
600282.SH,2017,32,37735444349,0,1,10758,46,18,433573957.7,37600664146,243
600280.SH,2017,32,17659109459,0,1,3725,23,26,455471047.5,8453223628,441.15
600279.SH,2017,50,8526647837,1,4,2278,5,18,-75353838,6320538389,148.75
600278.SH,2017,31,8535295576,1,1,2003,6,19,-24930672.81,15833649847,209.09
600277.SH,2017,15,29185504551,0,1,3820,47,18,-55201230.3,15746029614,149.37
600273.SH,2017,33,8642081293,0,1,1183,47,19,7798389.34,5576006079,281.01
600269.SH,2017,36,34086504038,1,3,3558,5,19,-6727454.97,4327803253,133.34
600266.SH,2017,11,98208770177,1,1,2613,17,19,-380520.72,14042729748,334.32
600262.SH,2017,15,2038748440,1,1,848,11,29,4213917.39,890350199.9,144.53
600259.SH,2017,46,4351209136,1,4,1771,51,24,1813317.84,5495230981,300.5
600258.SH,2017,11,16847195797,1,1,27257,32,18,-2304476.41,8416651932,1504.7
600257.SH,2017,43,1682509962,0,4,1384,56,18,-7996248.15,996570641.3,96.58
600251.SH,2017,65,5045660132,1,4,1007,56,18,3911707.35,1602327485,61.63
600250.SH,2017,32,1812626929,1,1,401,6,25,1833110220,799388913,143
600249.SH,2017,45,2705659117,1,4,3102,54,21,1501575318,1472115743,91.36
600248.SH,2017,61,5545320265,1,4,3613,13,19,346468365,3893912949,137.5
600246.SH,2017,11,13359993217,0,1,436,17,19,1870607636,3294957299,516.23
600243.SH,2017,63,2952942448,0,4,2892,11,19,896264641,918131312.8,75.2
600237.SH,2017,34,2014050394,0,3,1767,38,21,616930420,813360704.7,35.8
600235.SH,2017,33,2234663159,1,1,1648,52,19,864934254,1609577440,83.48
600232.SH,2017,33,1773169153,0,1,4430,27,23,980696575,1232715845,48.94
600231.SH,2017,21,14771412132,1,2,8300,46,23,532279699,17987744733,344.63
600230.SH,2017,13,4343981704,1,1,1467,47,19,663718880,4417195148,58.98
600229.SH,2017,37,3528992842,1,1,1570,22,23,1111875682,1969485006,228.53
600228.SH,2017,36,317397415.6,1,3,399,39,18,194879101.7,553230517.8,35.59
600227.SH,2017,52,6914423606,0,4,2823,44,19,340988497.9,1692959399,62.4
600223.SH,2017,37,43394898933,1,1,1709,17,24,485398217.5,7548771289,193.2
600220.SH,2017,32,4721753325,0,1,5341,27,23,423586268.7,2150841213,298.89
600218.SH,2017,34,3739680865,1,3,3144,11,19,574747514,3193670475,112.04
600217.SH,2017,61,4824324962,0,4,1864,10,21,47649314.57,2338202636,142.4
600215.SH,2017,22,3180438948,0,2,365,11,24,494699431.5,417218216.3,110.88
600213.SH,2017,32,4714786923,1,1,1788,31,19,832705476.1,2386729781,64.86
600210.SH,2017,31,10038000950,0,1,7307,50,29,775656824.8,8507610492,937.6
600208.SH,2017,33,1.25E+11,0,1,1833,17,24,985907387,17499924006,300
600202.SH,2017,23,1651495914,1,2,713,11,24,1027653621,273462686.9,117.26
600180.SH,2017,37,21159781933,0,1,341,3,19,53733673.79,37497475139,241.61
600179.SH,2017,23,8680048642,0,2,865,4,19,54612197.43,6760621856,207.69
600178.SH,2017,23,3813642412,1,2,2442,30,19,66366130.32,1811500221,124.54
600177.SH,2017,33,66918835826,0,1,18370,27,24,72098254.97,9839528959,865.38
600173.SH,2017,33,5762124998,0,1,295,17,24,64020631.22,1558273466,150
600172.SH,2017,41,10420829892,0,4,3566,11,19,84087866.44,2957961566,114.54
600162.SH,2017,44,18376655025,0,1,3439,17,23,115651848.9,4313797549,364.96
600160.SH,2017,33,12948755748,1,1,6010,47,19,113752372.9,13768037781,143.66
600159.SH,2017,11,3367396865,1,1,252,17,19,99103715.71,625802632.2,167.17
600158.SH,2017,12,3855224982,1,1,908,32,11,95335182.74,1092227320,375.13
600156.SH,2017,43,1038694754,1,4,2334,27,19,126655633.4,712453698.3,75.18
600155.SH,2017,11,38388825463,0,1,2739,21,19,283024775.5,350045419.1,429.8
600153.SH,2017,35,1.75E+11,1,1,12329,3,19,162545450.6,2.19E+11,6.92E+02
600150.SH,2017,31,52326571320,1,1,10241,11,19,119403914,16691101410,140.58
600141.SH,2017,42,21743243861,1,4,8593,47,23,48008700,15757805891,203.96
600138.SH,2017,11,13021238037,1,1,8948,32,20,70092100,11019551807,1001.05
600137.SH,2017,51,651884314.1,0,4,274,27,21,44580200,343433627.8,54
600133.SH,2017,42,22824911755,1,4,1523,13,24,31922835.87,7632906711,235.43
600128.SH,2017,32,3175954889,1,1,321,26,23,62835565.23,4101082097,99.92
600127.SH,2017,43,2039237019,1,4,1691,56,19,110675125.7,2759606170,103.12
600126.SH,2017,33,24456948675,1,1,3471,46,19,135013132.7,27855812859,270.32
600108.SH,2017,62,8040965975,1,4,7204,56,22,100772890.7,2066341678,47.39
600107.SH,2017,42,1192566146,0,4,3216,27,24,258816335.4,443660878.2,94.13
600106.SH,2017,50,6705749016,0,4,171,5,20,446402510.3,237824785.8,146.9
600103.SH,2017,35,4791369176,1,1,3679,52,24,220178100.4,2655536525,216.26
600097.SH,2017,31,1801140797,1,1,1155,56,24,427192965.1,1787457509,164
600088.SH,2017,31,1409699247,1,1,850,22,15,34168697.88,718061932.3,237.2
600082.SH,2017,12,3592639700,1,1,68,17,24,22285162.26,511972109.7,110.19
600081.SH,2017,31,5431749905,1,1,4932,30,19,23035155.84,6101708462,128.68
600076.SH,2017,37,4890281618,1,1,1259,52,24,87572059.36,1818105952,115.8
600075.SH,2017,65,8896518345,1,4,3277,47,20,80614344.24,4977162552,88.34
600072.SH,2017,31,10945048146,1,1,1775,13,20,69822210.83,4263628598,221.98
600070.SH,2017,33,3604815845,0,1,3121,22,23,70248164.08,1927233696,305.35
600057.SH,2017,35,45556027737,1,1,4072,3,20,99066225.3,2.03E+11,5.68E+02
600054.SH,2017,34,4778383578,1,3,3114,32,21,133978836,1783906774,139.15
600053.SH,2017,36,4753833197,0,3,578,21,20,221588480.9,755990822.3,288
600052.SH,2017,33,5275494338,0,1,221,22,24,304759389.5,821633917.9,84.28
600051.SH,2017,33,6787108167,0,1,611,6,23,466878074.9,7068770731,364.45
600036.SH,2017,44,6.30E+12,0,1,70325,20,30,-1688630.63,2.21E+11,1.38E+03
600035.SH,2017,42,10634816801,1,4,1151,5,17,32784560.09,2688435229,165
600033.SH,2017,35,17635189559,1,1,1569,5,18,54223444.26,2474266702,97.74
600031.SH,2017,11,58237690000,0,1,13760,11,23,58780000,38335087000,721.32
600030.SH,2017,44,6.26E+11,1,1,9801,21,22,50259605.94,43291634081,1656.31
600026.SH,2017,31,60384730710,1,1,3368,4,21,73215452.67,9759438472,619.23
600022.SH,2017,37,57004127504,1,1,31307,46,17,102395558.9,47898377899,151.5
600020.SH,2017,41,50241039696,1,4,3330,5,17,122257162.2,5846531115,72.06
600015.SH,2017,11,2.51E+12,1,1,39354,20,25,13456111.75,66384000000,508.24
600012.SH,2017,34,14176003506,1,3,2692,5,21,25702492.02,2861411105,132.5
600010.SH,2017,15,1.47E+11,1,1,31198,46,18,75975612.79,53683731316,129.44
600009.SH,2017,31,27547399507,1,1,6415,5,19,151828222.3,8062379030,264.53
600006.SH,2017,42,17787911889,1,4,10313,31,18,160934424,18300877679,231.83
600004.SH,2017,44,22519539139,1,1,13247,5,17,183229108.9,6761550874,274.51
600000.SH,2017,31,6.14E+12,1,1,52796,20,25,42747714.57,1.69E+11,7.82E+02
301030.SZ,2017,32,922553908.8,0,1,247,10,12,456897718.5,393228471.4,171.95
300983.SZ,2017,31,533966146.7,0,1,701,6,13,100092951,486440865.9,455.45
300967.SZ,2017,64,556852596.8,0,4,868,56,6,4438573.73,283394864.4,121.18
300943.SZ,2017,33,669148749,0,1,858,11,24,62278466.86,620627026.1,69.76
300835.SZ,2017,34,589500266.6,0,3,1609,7,19,114194115.8,502598729.5,324.42
300786.SZ,2017,37,520337951,0,1,443,10,23,155735200,212803569.1,49.16
300780.SZ,2017,51,741019752,0,4,1620,11,14,501534449.3,445617253.5,216.86
300758.SZ,2017,21,591014728.5,0,2,773,48,11,48050384.21,552750259.3,100.63
300733.SZ,2017,51,1097237634,0,4,2376,30,18,102107754,615938010.4,271.72
300732.SZ,2017,41,2387051459,0,4,1229,6,10,114162506.9,935196421.9,230.62
300727.SZ,2017,33,610606988,0,1,337,48,17,31177531.08,461261196.6,193.37
300721.SZ,2017,32,1270071916,0,1,638,47,21,96780129.46,1212719997,177.47
300720.SZ,2017,44,457057469.2,0,1,479,38,13,105191423.6,150601001.6,52.01
300718.SZ,2017,33,1110971247,0,1,754,11,22,393793220.3,566507209.7,102.28
300716.SZ,2017,44,1036359232,0,1,1806,48,15,44991581.79,757651005,93
300712.SZ,2017,35,1202239854,0,1,540,6,23,49078172.28,564396520.3,159.63
300707.SZ,2017,32,797968507.9,0,1,720,30,9,54424576.84,436833859.3,348.6
300700.SZ,2017,43,993413806.7,0,4,574,45,8,69335690.44,435454577.9,247.53
300699.SZ,2017,37,3176058197,0,1,1304,48,25,72343923.49,949367374.9,127.56
300695.SZ,2017,33,1980412301,0,1,694,30,15,102040335,608473293.5,130.29
