firm_id,year,province,asset,type,area,staff,industry,age,profit,revenue,wage
002264.SZ,2013,35,3792665946,0,1,14607,58,9,370764674,7380186259,108.6
002263.SZ,2013,33,3544561256,1,1,734,48,13,397484483.9,744101756.7,98
002258.SZ,2013,51,1800099010,1,4,1917,48,13,462066294.9,1440423047,201.54
002255.SZ,2013,32,2867797032,0,1,2172,10,13,511855064.4,1481028650,183.6
002254.SZ,2013,37,2293697611,1,1,1287,48,20,529531298.5,1770052460,112.12
002251.SZ,2013,43,8440064660,0,4,13003,23,10,541145936.4,11387894647,148.9
002250.SZ,2013,33,4602844038,0,1,4123,48,15,655053575.3,3368351413,283.33
002249.SZ,2013,44,4584567012,0,1,7450,11,13,132537853.2,3273123793,215.21
002248.SZ,2013,37,2692955766,0,1,1310,11,11,139136590.6,335799587.5,53.92
002245.SZ,2013,32,1953238825,0,1,561,3,11,92897537.32,1398527752,120.14
002244.SZ,2013,33,39564823126,0,1,2392,17,17,141050404.7,10381916409,302
002243.SZ,2013,44,2029808197,1,1,1905,50,18,76004877.07,1135602714,262.9
002240.SZ,2013,51,2783514329,0,4,2002,51,12,-14787534.49,1778031622,264.47
002239.SZ,2013,32,810145276.1,0,1,1508,30,11,-260331283.5,473414788.7,30.23
002238.SZ,2013,44,2065122093,1,1,506,22,18,92893370.22,929999895.9,231.14
002235.SZ,2013,35,782177431.3,0,1,1070,52,15,75345436.46,554407022.5,97.8
002234.SZ,2013,37,1812732709,0,1,1576,56,16,-172187512.2,996313767.1,198.21
002233.SZ,2013,44,5445326763,0,1,3615,49,18,-313163801.3,3816093616,153.22
002229.SZ,2013,35,1202195406,0,1,2188,6,14,54208019.49,643744010.1,117
002228.SZ,2013,35,2207868711,0,1,6294,50,20,78191506.49,2442081566,108.59
002226.SZ,2013,34,4011955339,0,3,3357,48,15,98351722.41,1935838908,264.24
002224.SZ,2013,33,1177404416,0,1,1501,48,11,57028295.11,944540032.6,165.69
002215.SZ,2013,44,2578638723,0,1,2931,48,14,17143926.51,1735500738,252.71
002211.SZ,2013,31,1737322964,0,1,756,48,11,11273991.87,802998141,45.2
002210.SZ,2013,44,12638253493,0,1,393,3,15,16838698.35,29850483098,105.24
002209.SZ,2013,44,1648522273,0,1,1406,11,15,23051190.07,896554397.7,229.61
002208.SZ,2013,34,5037788123,1,3,128,17,14,25771718.21,1575494700,121.8
002207.SZ,2013,65,857348286.7,0,4,1322,34,12,31114880.21,397247918.9,123.26
002206.SZ,2013,33,3265425036,0,1,1572,48,12,40933641.54,2148529367,387.19
002205.SZ,2013,65,1982184684,1,4,1235,13,12,89896396.26,870972272,80.68
002204.SZ,2013,21,18865018116,1,2,6684,11,20,57580386.42,8831717472,242.44
002199.SZ,2013,33,1452953650,0,1,783,38,14,43228376.83,244347046.2,53
002196.SZ,2013,33,903119007.2,0,1,1212,11,12,55162977.46,487208511.3,16.68
002195.SZ,2013,31,488136574.2,0,1,1401,39,24,83965891.27,398493766.8,245.61
002193.SZ,2013,37,1762915395,0,1,2072,27,20,60740514.05,587784152,48.58
002192.SZ,2013,44,1148990300,0,1,469,7,15,62370052.99,809349737.6,118.44
002191.SZ,2013,44,4507258073,0,1,2615,6,17,72217004.24,2136510463,363.86
002190.SZ,2013,51,3093522525,1,4,1881,30,13,85411213.93,778883891.2,126.23
002187.SZ,2013,44,4895349748,1,1,4272,23,23,53908791.21,7760574522,250.74
002186.SZ,2013,11,1403640817,1,1,5893,32,19,150696847.5,1902362622,116.11
002184.SZ,2013,31,1279496024,0,1,1099,7,19,-8312284.97,1431469160,82.1
002183.SZ,2013,44,14520531506,1,1,3169,3,16,-866474.01,11514200306,240.22
002181.SZ,2013,44,4292772131,1,1,4779,22,21,850705.56,1671006920,199.21
002178.SZ,2013,31,1198452307,0,1,522,6,12,2411381.92,775914705,139.9
002176.SZ,2013,36,1583372823,0,3,1535,7,18,3031206.72,855380275.7,47.84
002174.SZ,2013,35,593977275.3,0,1,1571,39,18,6248385.15,919805335.9,36
002172.SZ,2013,32,2856120624,0,1,3448,48,12,-24927379.36,3277439679,86.7
002170.SZ,2013,44,2490200390,0,1,1986,48,24,5885123.3,2132553600,124.4
002168.SZ,2013,44,1444110906,0,1,1100,39,14,-26255014.91,432770239.8,79.8
002167.SZ,2013,44,3070691046,0,1,710,51,18,310306595.1,578218895.2,74
002166.SZ,2013,45,1149099935,0,4,362,43,13,408435120.1,426617655,62.55
002165.SZ,2013,32,1834017288,0,1,906,47,19,214448057.1,1916168836,231.1
002164.SZ,2013,33,1924274193,0,1,1287,11,15,238084432.4,569338636.5,98.42
002159.SZ,2013,42,1671953392,0,4,1595,32,24,258942703.9,342795432.4,198.38
002158.SZ,2013,31,1146534057,0,1,552,11,15,276263368.7,849521030,256.77
002157.SZ,2013,36,5983754468,0,3,13784,56,17,303524592.5,15582493561,61.8
002154.SZ,2013,33,4586422623,0,1,5771,27,12,245594264.4,2017884062,612.08
002150.SZ,2013,32,902862232.1,0,1,1209,11,11,301804395.1,947962823.6,128
002149.SZ,2013,61,2782846999,1,4,1266,51,13,322210042.6,1144811153,155.24
002146.SZ,2013,13,59405450908,0,1,7757,17,17,332597671.9,19170775360,443.04
002145.SZ,2013,62,3005249566,0,4,961,48,12,241399738.6,1585274949,151.24
002144.SZ,2013,33,2179426185,0,1,735,27,16,278021786.4,585872264.6,76.7
002142.SZ,2013,33,4.68E+11,0,1,5697,20,16,627607931.5,12761479000,634.5
002140.SZ,2013,34,4610934092,1,3,1008,13,12,2155078949,2715613700,186.37
002138.SZ,2013,44,2160429927,0,1,2148,38,13,1008169933,1019802229,226
002136.SZ,2013,34,1070665511,0,3,729,47,19,1317328635,495640696.5,55.76
002135.SZ,2013,33,6601378576,0,1,3932,12,12,1211474633,3720788318,95.06
002134.SZ,2013,12,804672789,1,1,1718,38,25,-562865533.1,515143136.6,46.27
002133.SZ,2013,33,8014440269,0,1,492,17,13,341176762.2,1657746629,200
002132.SZ,2013,41,3321138300,0,4,2329,46,18,1208020193,1749087963,34.74
002131.SZ,2013,33,2843415029,0,1,4104,22,12,992384426.2,1841272920,82.7
002127.SZ,2013,32,2844771033,0,1,3976,6,14,567594559.3,4134808022,82.4
002126.SZ,2013,33,3152909214,0,1,3414,30,14,1125640640,1914488254,143.22
002125.SZ,2013,43,1233501326,1,4,1642,47,13,854600713.4,708077989.7,74.2
002124.SZ,2013,33,1852198729,0,1,1749,56,17,1156104435,2078401943,142.3
002117.SZ,2013,37,1593769899,0,1,1592,6,17,937830523.5,926700621.7,204.31
002116.SZ,2013,31,3383333899,1,1,4592,13,20,1152808822,5758091269,268.31
002115.SZ,2013,33,1986247971,0,1,2739,22,20,1458570500,791449808.6,200.26
002110.SZ,2013,35,8595968326,1,1,7964,46,12,1635366567,19298525694,70.51
002105.SZ,2013,44,1441620460,0,1,7107,29,22,1908438965,1449190612,181.01
002103.SZ,2013,33,1171329626,0,1,3138,22,17,4532585319,848348018.5,116.48
002101.SZ,2013,44,2395086926,1,1,2916,30,13,2444057783,1822645900,455.53
002100.SZ,2013,65,2876400746,1,4,2035,56,13,2712660568,3724760233,113
002098.SZ,2013,35,1317700000,0,1,4251,27,21,172546361.7,1006280279,97.57
002097.SZ,2013,43,5629936853,1,4,2077,11,14,179926182.4,2112847296,192
002096.SZ,2013,43,2827303356,1,4,5608,48,12,46077479.36,1669913776,114.12
002094.SZ,2013,37,1108025215,0,1,1045,53,16,-1385747.34,1454001440,41.99
002092.SZ,2013,65,25004633097,1,4,8785,47,12,197360740.8,12045852832,253.99
002091.SZ,2013,32,2162600467,1,1,2026,6,15,40071350.36,5607532509,469.16
002087.SZ,2013,41,5005742083,1,4,7936,27,17,-281338096.9,3260033124,87.78
002085.SZ,2013,33,4212627537,0,1,6287,30,12,1023483000,4552340497,145.53
002083.SZ,2013,37,6941409420,0,1,18989,27,14,1100267000,4442716903,14.3
002078.SZ,2013,37,15889630408,0,1,6333,52,13,997841000,10895094105,101.68
002075.SZ,2013,32,8382369632,0,1,5192,46,14,-644950000,10786859722,111.5
002073.SZ,2013,37,6753161636,0,1,3593,11,13,24338987.39,2519801263,154.62
002069.SZ,2013,21,5315695184,0,2,4421,56,21,-338803232.2,2620857768,356.99
002068.SZ,2013,36,6928534188,1,3,3530,48,12,-64425710.14,5986822235,33.71
002067.SZ,2013,33,5188710233,0,1,2254,50,17,-91169776.25,3021515327,160
002064.SZ,2013,33,2777358575,0,1,1346,48,14,-93008399.7,2372442215,254.32
002062.SZ,2013,33,12499871771,0,1,1425,13,19,-197003770.8,7857795493,243
002061.SZ,2013,33,2711593511,1,1,825,13,15,-741776342.5,1521988774,101.7
002060.SZ,2013,44,11095976979,1,1,3328,13,12,24630329.83,5397650979,145
002059.SZ,2013,53,2106428782,1,4,501,32,13,24447786.54,702146562.9,96.05
002056.SZ,2013,33,4391744314,0,1,6571,7,14,15199082.77,3268503002,114.05
002054.SZ,2013,44,2256008356,0,1,942,48,11,925501.19,1184255531,374.23
002053.SZ,2013,53,3533408993,1,4,4142,55,11,1448164.82,1829934171,84.2
002051.SZ,2013,11,16502730828,1,1,723,13,12,-265163186.3,9235717731,607.31
002048.SZ,2013,33,7071122967,0,1,6423,30,25,-38902321.41,7291826322,231.14
002046.SZ,2013,41,2049316010,1,4,863,11,12,-135673347.3,651107108.4,99.58
002043.SZ,2013,33,977680979.3,0,1,2374,52,12,-47236891.12,1242869226,57
002042.SZ,2013,34,7918514663,0,3,18424,27,13,-49183993.51,6240127588,380
002041.SZ,2013,37,3495007240,0,1,940,56,13,-50924685.21,1505375097,39.29
002040.SZ,2013,32,1051675795,1,1,832,5,12,-62390517.92,169362454,65.78
002037.SZ,2013,52,6090084606,1,4,5032,48,11,18224917.07,3406521736,163.52
002034.SZ,2013,33,1475295982,0,1,3444,10,15,-17993625.57,1342723833,89
002033.SZ,2013,53,1775929570,0,4,1388,32,12,26587320.29,667173449.8,71.75
002031.SZ,2013,44,2816379928,0,1,1896,30,12,602712621,901167343.1,96
002029.SZ,2013,35,6847731416,0,1,4373,27,12,448901212.6,2773490672,180
002027.SZ,2013,44,683772323.3,0,1,561,22,16,574220978.9,1417780745,101.75
002026.SZ,2013,37,1040069072,0,1,2535,11,15,288039260.6,718220284.1,112
002024.SZ,2013,32,82251671000,0,1,8364,25,17,77924665.81,1.05E+11,3.50E+02
002016.SZ,2013,44,3562292557,0,1,562,17,13,264940565.5,972969485,336
002014.SZ,2013,34,1894855554,0,3,1143,50,21,240251790.7,1618458051,200.44
002012.SZ,2013,33,1650462302,0,1,1645,52,15,40422193.4,979836248.5,86.8
002011.SZ,2013,33,9496587991,0,1,9537,11,12,310608594.8,6466699211,302.3
002010.SZ,2013,33,3633844461,0,1,2207,3,12,352525054.7,4095279476,320.74
002009.SZ,2013,32,3920953217,0,1,816,11,16,381017336.2,1746901155,90
002008.SZ,2013,44,6637725174,0,1,7993,11,14,1272523361,4334252888,533.56
002006.SZ,2013,33,2013804041,0,1,1286,11,13,823192155.1,744178854.9,131.93
002004.SZ,2013,50,7647635982,0,4,4254,48,21,914326581.8,4463630641,126.64
002003.SZ,2013,33,2072629912,0,1,7512,27,25,925768409.7,1772064457,226.34
002002.SZ,2013,32,7048523667,0,1,400,47,18,416001807.1,2416571436,120
001872.SZ,2013,44,7346529215,1,1,1795,5,23,1539476157,1780774836,363
001696.SZ,2013,50,4878616379,0,4,4226,30,24,1743922244,4364489551,146.54
000998.SZ,2013,43,3832779804,1,4,1570,56,14,19895473.77,1884716267,189.43
000996.SZ,2013,11,630121680.1,0,1,114,31,19,23544604.1,94838674.76,220
000990.SZ,2013,36,3330041528,1,3,2509,48,15,46876899.13,3999935252,122.37
000987.SZ,2013,44,3608004870,1,1,1714,21,21,60862631.86,4092054944,175
000985.SZ,2013,23,614176625.3,1,2,755,48,15,100773412.7,1175389136,104.6
000982.SZ,2013,64,8538527459,0,4,2637,27,15,102200113.6,3110651958,115.86
000978.SZ,2013,45,2776710678,1,4,3534,32,15,-181240126.1,444304063.5,133.19
000976.SZ,2013,44,947542806.8,0,1,1554,11,14,-410508295.9,1232734360,82
000973.SZ,2013,44,5106327790,1,1,4179,48,25,94861166.02,3019245751,235.42
000970.SZ,2013,11,5405975505,1,1,5021,38,14,89202413.58,3638668963,396
000965.SZ,2013,12,5291349996,1,1,111,17,15,182191206.2,872186617.2,154.69
000962.SZ,2013,64,4742413777,1,4,2620,51,14,192428215.5,2873430701,108.39
000961.SZ,2013,32,65112103499,0,1,6388,17,15,152607553.2,18326408443,304.5
000959.SZ,2013,11,15771468288,1,1,2965,46,14,134105167,9250190793,151.74
000958.SZ,2013,13,2265183773,1,1,1660,18,15,158284525.4,727775135.2,72.22
000957.SZ,2013,37,3255320495,1,1,3069,31,19,184226212.7,3216708137,180
000955.SZ,2013,46,1007406796,0,4,615,27,20,194272164.6,226142926.4,64.51
000951.SZ,2013,37,15748595766,1,1,7343,11,15,227410649.3,21453512363,112.16
000949.SZ,2013,41,4307458458,1,4,10416,48,16,147136423.3,3269453469,43.48
000936.SZ,2013,32,2854925037,0,1,565,48,22,145050557.3,2213510326,60.3
000935.SZ,2013,51,4817650571,0,4,1441,49,15,189647893.8,2017156788,476.33
000932.SZ,2013,43,70790606000,1,4,32508,46,14,6859955.64,59652066823,177.95
000930.SZ,2013,34,6551388260,1,3,8618,56,15,4630452.35,7339863857,124.23
000928.SZ,2013,22,2112915501,1,2,4676,13,14,-16646671.96,1436229622,19.29
000927.SZ,2013,12,8190283567,1,1,7862,11,16,-24649492,5623745920,175.28
000926.SZ,2013,42,27110988725,0,4,5204,17,20,-65268771.04,7662682407,316.56
000925.SZ,2013,33,3072723600,0,1,919,11,14,-65498370.62,1411901028,290
000923.SZ,2013,13,1527294431,1,1,2208,46,14,-7623901.72,372664901.3,32.4
000922.SZ,2013,23,2784056873,1,2,3025,7,17,4588311.37,2673892436,140.49
000920.SZ,2013,52,2471210258,1,4,2746,48,14,7911014.14,2284546420,101.24
000917.SZ,2013,43,16941417651,1,4,10153,22,14,12730515.07,5102784558,216.11
000912.SZ,2013,51,13807932969,1,4,5837,48,14,26468054.02,4071315881,56.09
000911.SZ,2013,45,5780391902,1,4,4199,55,14,30131440.75,4399004527,70.67
000910.SZ,2013,32,8757664288,0,1,8905,52,14,24855539.42,8189797185,183.13
000909.SZ,2013,33,4696695511,1,1,730,17,14,73900047.51,1399460247,191.26
000906.SZ,2013,33,4363489819,1,1,1879,6,14,52208205.71,23737688971,536.51
000905.SZ,2013,35,4188961184,1,1,3693,5,14,-31477690.08,4779421500,129.29
000903.SZ,2013,53,5535042850,1,4,1703,11,14,86735449.75,2571150905,107.65
000902.SZ,2013,42,1335650517,0,4,532,48,27,219150164,1767886507,81.93
000901.SZ,2013,23,1621594825,1,2,2095,30,14,-128151704.5,1326163863,123.95
000900.SZ,2013,43,16090948790,1,4,1831,5,20,751372001.2,1754154760,139.7
000898.SZ,2013,21,92865000000,1,2,36172,46,15,737116509.1,75329000000,113.11
000897.SZ,2013,12,8134065641,1,1,938,17,15,470253699.7,2542474593,150.95
000893.SZ,2013,44,6212091003,0,1,535,48,15,295945747.5,10060200294,311.1
000892.SZ,2013,50,5822617.75,0,4,11,22,16,385067889.2,10965958.04,64.23
000890.SZ,2013,32,3228572448,0,1,2493,46,20,591745836.9,1566444924,75.85
000888.SZ,2013,51,1931392969,1,4,2235,32,16,431517400.5,825963768.1,51.58
000887.SZ,2013,34,4141648913,0,3,3412,30,15,368408769.4,4161693562,146.93
000886.SZ,2013,46,3211678468,1,4,802,17,20,628892412.8,495942760.3,113.91
000885.SZ,2013,41,5195670945,1,4,2792,5,15,662561488.5,4001426906,153.43
000881.SZ,2013,21,6131323808,1,2,2073,48,20,1103165308,1997645390,241.81
000880.SZ,2013,37,2899080115,1,1,2514,11,20,1722788275,2323740475,206.68
000877.SZ,2013,65,21328899068,1,4,6545,49,15,1722354085,7910941362,102.89
000876.SZ,2013,51,29535113335,0,4,76957,56,15,421461837.7,69395247911,230.7
000868.SZ,2013,34,4437198254,1,3,3441,31,16,855546172.4,3539046826,101.93
000863.SZ,2013,31,8076093414,0,1,870,17,19,744086207.8,2776957460,236.8
000859.SZ,2013,34,1429042717,1,3,1620,48,15,750641541.6,1360615881,67.2
000856.SZ,2013,13,2100442859,1,1,3970,11,15,780212199.7,1392335407,134.8
000852.SZ,2013,42,2339827609,1,4,3716,34,15,125373670.3,1868048828,123.17
000851.SZ,2013,52,5507345220,1,4,732,38,19,879033914.6,6198358598,184.37
000850.SZ,2013,34,6166016132,1,3,6247,27,15,3289851690,2058298734,76.03
000839.SZ,2013,11,11562353437,0,1,9384,22,16,3895941814,1987901135,219.38
000838.SZ,2013,50,2036163538,0,4,68,17,17,2372902687,443594563,470.07
000837.SZ,2013,61,2278359412,1,4,2311,11,15,3099686658,3411474389,53.93
000836.SZ,2013,12,2455794331,0,1,1277,1,16,146725587.8,1104710303,132
000833.SZ,2013,45,1106322013,1,4,2889,8,19,835947333.8,1107746743,109.98
000831.SZ,2013,14,2883812763,1,1,856,51,15,95655612.49,1705432841,161.04
000830.SZ,2013,37,17881045516,1,1,11914,47,15,30684045.31,11056406708,271.56
000829.SZ,2013,36,11545191682,1,3,5017,25,16,36343937.76,29852342236,134.4
000828.SZ,2013,44,5245108044,1,1,666,5,16,36758848.24,764775265,262.13
000825.SZ,2013,14,75811419822,1,1,26602,46,15,151973613.8,1.05E+11,1.66E+02
000823.SZ,2013,44,3973447355,1,1,5965,38,16,305830119.7,3544249517,255.12
000822.SZ,2013,37,5433604403,1,1,7647,47,15,29238039.84,4315314239,62.41
000821.SZ,2013,42,1882623952,0,4,1718,11,20,292862362.1,724048070.1,57.85
000819.SZ,2013,43,727586674,1,4,703,48,23,198657956.6,1924577282,242.07
000818.SZ,2013,21,2761504742,0,2,5826,47,16,238883450,2653399694,71.27
000816.SZ,2013,32,5425565151,0,1,6762,11,22,361833122.5,2773534840,144
000815.SZ,2013,64,2472362363,1,4,2709,52,15,354187708.9,553185490.3,50.8
000812.SZ,2013,61,1528807883,0,4,1393,6,19,326949791.3,637188835.9,185.47
000811.SZ,2013,37,2554995136,1,1,1824,11,24,379477255.9,1527790288,117.2
000809.SZ,2013,21,5649171951,1,2,137,13,17,346155664.2,1686070050,183.37
000803.SZ,2013,51,490820328.1,1,4,287,7,25,455913262.1,177034094.3,70.92
000800.SZ,2013,22,21073450002,1,2,7460,31,16,1138716105,29675131409,146.38
000798.SZ,2013,11,934609824.3,1,1,266,56,15,1161617977,296131022,171.8
000797.SZ,2013,35,7106304423,1,1,3027,17,21,1270565218,2385934180,125.1
000796.SZ,2013,46,1280486187,0,4,3589,32,17,1721752528,646788255,44.8
000795.SZ,2013,33,1533736888,0,1,1800,51,16,1243754044,888841470.5,37.2
000793.SZ,2013,46,7177477248,0,4,11067,22,22,1037233174,3749558005,558.33
000792.SZ,2013,63,53800667248,1,4,14108,48,16,774020271.4,8094572606,191.37
000789.SZ,2013,36,7845695901,1,3,6388,49,16,860507981.3,6179002201,206.49
000785.SZ,2013,42,3011412578,0,4,7430,23,23,821150062.4,4310086623,85.44
000783.SZ,2013,42,31576225004,0,4,4454,21,16,1301876401,3047939863,871.26
000782.SZ,2013,44,2618036226,0,1,2744,48,21,435893594.3,3700080656,176.97
000779.SZ,2013,62,386861697,1,4,1930,6,16,2032131126,229157627.5,34.6
000778.SZ,2013,13,51144901682,1,1,21883,46,16,3185256330,63014443991,221
000777.SZ,2013,32,1831202943,1,1,1309,11,16,1978241693,941615250.3,128.42
000776.SZ,2013,44,1.17E+11,0,1,8587,21,19,2177992474,8207540704,1165.73
000762.SZ,2013,54,2590986215,1,4,1232,51,16,216434465.2,718815705.7,109.96
000761.SZ,2013,21,43050307325,1,2,24082,46,16,438571510.2,40329344514,65.28
000759.SZ,2013,42,8854963769,1,4,38979,58,23,292132669.1,16478453977,187.74
000757.SZ,2013,51,515774395.7,1,4,1660,31,16,392456924.9,442782123.5,65
000755.SZ,2013,14,6719316717,1,1,3008,5,17,459141342.8,5594597796,97.64
000753.SZ,2013,35,3426566181,1,1,1431,31,19,654467364.7,3060357744,153
000750.SZ,2013,45,14586324767,1,4,1804,21,20,360750437.6,1818760812,887.87
000736.SZ,2013,50,4645423119,1,4,255,17,20,561293493.2,854656165.1,215.77
000735.SZ,2013,46,4301467954,0,4,2796,56,26,-563372278.3,1731557989,107.33
000731.SZ,2013,51,4823125633,1,4,2436,48,16,582713640.3,5767901400,92
000728.SZ,2013,34,30493911597,1,3,2427,21,16,243177006.6,1984927622,408.42
000726.SZ,2013,37,8411948561,0,1,16725,27,25,312136506.6,6478245029,735.17
000721.SZ,2013,61,1019762911,1,4,5550,32,17,245965756.7,586167482,152.75
000720.SZ,2013,37,5530299921,1,1,1233,17,19,278636175.6,2901885954,114.39
000719.SZ,2013,41,2933658285,1,4,2782,22,17,266495137.7,2885321108,190.63
000718.SZ,2013,22,20696857296,0,2,1330,17,20,184919100.7,6720564495,431.08
000717.SZ,2013,44,21647076785,1,1,11965,46,16,128600243.3,19171033997,138.89
000715.SZ,2013,21,2201796179,0,2,2550,23,16,81454782.26,3479505921,153.88
000713.SZ,2013,34,1998443123,1,3,1544,56,16,192100968.3,1693934876,198.81
000711.SZ,2013,23,1096400507,0,2,42,10,20,665379227.5,63207343.57,81.47
000709.SZ,2013,13,1.67E+11,1,1,49890,46,16,43673313.05,1.10E+11,1.51E+02
000708.SZ,2013,42,4501734738,1,4,3594,46,20,95088190.84,7437710318,179.52
000703.SZ,2013,45,23805537464,0,4,6508,48,17,128559728.6,30750609390,220.9
000702.SZ,2013,43,728685295.1,1,4,1751,56,16,65735161.15,2024098384,55.82
000701.SZ,2013,35,8464959446,1,1,2237,6,17,131089213.1,25649469131,249.13
000700.SZ,2013,32,3887821828,0,1,2398,30,25,105951649.3,2901136042,79.7
000698.SZ,2013,21,7020973306,1,2,4024,47,17,13374284.7,10531130769,96.85
000695.SZ,2013,12,1154914346,1,1,239,6,16,40010278.72,728582357.7,107.66
000691.SZ,2013,62,280714352,0,4,57,47,25,53688366.09,32384477,24.7
000686.SZ,2013,22,19932609165,0,2,2575,21,21,70084479.11,1767040161,801.93
000683.SZ,2013,15,11755531480,0,1,2000,47,16,26116253.82,3399345250,110.59
000681.SZ,2013,32,208595413.5,0,1,139,22,19,107279281.9,105485911.9,111.55
000680.SZ,2013,37,12580070535,1,1,8677,11,20,-41810370.28,10135371015,219.4
000679.SZ,2013,21,9465841331,0,2,1214,23,21,-64820161.19,3631997682,215.75
000678.SZ,2013,42,2153845404,0,4,2410,30,20,-13123624.16,919037764.5,86.6
000677.SZ,2013,37,3328047457,0,1,6247,48,24,-5643481.61,2359247813,33.58
000676.SZ,2013,44,722354329.2,0,1,1442,39,17,12430870.18,440411341.7,51.74
000672.SZ,2013,62,3310973325,0,4,509,49,16,62171488.98,2543727567,173
000665.SZ,2013,42,3313504113,1,4,4362,22,22,38528757.63,1153629257,97.82
000659.SZ,2013,44,4553948231,0,1,617,50,28,251537046.8,2795623322,465.38
000657.SZ,2013,46,9618647267,1,4,1430,51,20,540350148.7,11237296707,96
000656.SZ,2013,50,62395055252,0,4,7640,17,19,522010095.1,16069615179,1203.76
000655.SZ,2013,37,3594836877,1,1,3213,46,17,333107565.4,1637227534,91.02
000652.SZ,2013,12,19807704255,1,1,1088,6,32,373860230.7,10143883732,138.54
000637.SZ,2013,44,1039809586,0,1,644,47,25,314310255.3,3244502742,231.4
000636.SZ,2013,44,3868911741,1,1,6861,38,19,499989005.2,2230701464,199.53
000635.SZ,2013,64,3551724657,1,4,3220,47,17,844112507.2,2739949306,90.35
000632.SZ,2013,35,5682528516,0,1,480,6,21,1264899291,5227712487,519.06
000631.SZ,2013,22,12882844000,0,2,670,17,20,1486281033,2808056416,291.87
000629.SZ,2013,51,35749479562,1,4,16227,51,20,1138491836,15601882600,105.73
000628.SZ,2013,51,3345331605,1,4,1299,13,21,133024149.2,2078407149,110.03
000626.SZ,2013,32,5581797626,0,1,614,6,19,164745335.1,45194824224,10.27
000622.SZ,2013,43,430002804.9,0,4,166,30,20,240029866.6,183080851.7,32.01
000620.SZ,2013,11,18264395019,0,1,953,17,20,467884011.2,2601176915,398.71
000617.SZ,2013,65,2334154320,1,4,2371,18,17,544914053.3,1624727210,46.53
000615.SZ,2013,42,1204078528,0,4,3062,17,20,569959399.8,643919203.1,65
000610.SZ,2013,61,642781461.2,1,4,2527,32,17,528438790.4,671029574.8,91.8
000607.SZ,2013,33,1954919035,1,1,1406,22,20,708561034.6,2250957999,84.23
000599.SZ,2013,37,4862013567,1,1,8438,30,17,1116074838,5271772960,39.66
000595.SZ,2013,64,1055654441,0,4,2391,11,17,1398826797,324873628.9,60.85
000592.SZ,2013,35,1826902776,0,1,1359,52,20,1433746897,857860505.3,88
000589.SZ,2013,52,7571528167,1,4,8797,30,17,69399335.51,6477666652,102.17
000584.SZ,2013,32,3589601223,0,1,961,11,22,73251249.68,2765797531,85.2
000582.SZ,2013,45,8567854120,1,4,790,5,17,117595585.1,3721542715,60.6
000581.SZ,2013,32,13074232731,1,1,5179,30,25,133028835.2,5589307690,164
000573.SZ,2013,44,2925352088,0,1,751,17,21,163238407.8,1026799144,118.9
000570.SZ,2013,32,3042349321,1,1,3181,11,19,205656328.2,2927593053,235.19
000567.SZ,2013,46,274987416.3,0,4,23,21,26,1275805978,12722138,94.65
000565.SZ,2013,50,969147830.4,1,4,1299,48,21,1463923344,544962712.3,90.09
000563.SZ,2013,61,3929188447,1,4,173,21,28,1731092506,832775089.5,274.42
000559.SZ,2013,33,9742689642,0,1,9716,30,19,1041162531,9262158089,138
000558.SZ,2013,33,6263797509,1,1,248,17,25,480440689.4,2095233456,102.44
000553.SZ,2013,42,2708271174,1,4,2256,48,15,287218103.7,3078467311,90
000551.SZ,2013,32,3423981017,1,1,4388,10,20,200534577,2233734881,257.53
000550.SZ,2013,36,16483747701,1,3,11024,31,16,137270041.1,20889705715,344
000548.SZ,2013,43,1942249061,1,4,219,5,21,567512914.7,221423510.8,93.78
000546.SZ,2013,22,290085998.1,0,2,115,49,15,231015492.4,89460309.96,76.8
000545.SZ,2013,22,1173426525,0,2,218,48,24,327949029.5,842142106,101
000544.SZ,2013,41,1852445287,1,4,675,10,17,149909642.5,490370540.8,113.5
000532.SZ,2013,44,1083937027,1,1,646,38,21,295751911.9,218767606.6,237.43
000530.SZ,2013,21,2967390235,0,2,2133,11,20,233890761.6,1535706911,163.16
000529.SZ,2013,44,1304538488,1,1,992,55,28,159430650.9,1845764678,285.43
000528.SZ,2013,45,22179900317,1,4,13325,11,20,466963148,12584687457,183.43
000526.SZ,2013,35,197956186.4,1,1,18,33,21,382971235.4,10168204.22,49.44
000524.SZ,2013,44,761222850.4,1,1,1154,32,20,272215126.4,316675883.8,132.86
000520.SZ,2013,42,683074110.7,0,4,3583,4,21,262726526.8,1354199209,83.19
000517.SZ,2013,33,8225112441,0,1,524,17,24,339115570.7,4641847694,225
000514.SZ,2013,50,7617273721,1,4,1344,17,21,375028677,923686606.6,99.24
000510.SZ,2013,51,1842146786,0,4,3340,47,21,468119603.8,2005537958,125.1
000507.SZ,2013,44,3931125867,1,1,1096,5,27,696575450,1291102070,159.75
000501.SZ,2013,42,12634382423,1,4,15793,23,22,675478186.6,16842055893,336.87
000498.SZ,2013,37,9420076332,1,1,2594,13,19,179057034.1,7161339075,104.52
000488.SZ,2013,37,47521883569,1,1,13026,52,20,502817806.3,20388890067,1110.37
000430.SZ,2013,43,602772362.7,1,4,780,32,21,135276925.1,500319899.5,96.1
000429.SZ,2013,44,12694475514,1,1,1636,5,16,85862685.09,1327506120,129.12
000428.SZ,2013,43,8040444507,1,4,8886,32,17,-156816088.8,1780991430,71.94
