firm_id,year,province_id,asset,type,area,staff,industry,age,revenue,wage,province,total,rice_proportion,rice_to_wheat_ratio,wheat_proportion,ln_y,ln_k,ln_l,ln_a,tfp_cd,tfp_ces
600097.SH,2011,31,1333413469.0,1,1,610,56,18,734636994.7,89.32,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,20.414887050413956,21.011008009342156,6.413458957167357,0.12977777612661257,1.1385753365877103,9.242326179002816
600096.SH,2011,53,27071353228.0,1,4,10499,48,14,10116616765.0,100.0,云南省,6484.91,0.14904138993447866,2.316071984855383,0.0643509316243402,23.037445133152204,24.02174192927514,9.259035293514941,-0.18231240652399094,0.8333409585931896,6.4686100560362805
600095.SH,2011,23,1285931887.0,0,2,1248,21,17,289897931.3,44.4,黑龙江省,13749.58,0.24999381799298598,11.626281075596145,0.02150247498469044,19.485039457957487,20.974749496351368,7.129297548929373,-1.0770786041320566,0.34058906917068493,3.281719097548404
600094.SH,2011,31,7415296172.0,0,1,11,17,15,3302711273.0,85.12,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,21.91800956597085,22.726810754017798,2.3978952727983707,2.307851724793818,10.052805248842416,23.130593773892304
600088.SH,2011,31,2319623937.0,1,1,643,22,9,1289484634.0,231.81,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,20.977508466968068,21.564670913364942,6.466144724237619,0.3486919464946663,1.417212545797962,10.257883243249122
600082.SH,2011,12,3063864479.0,1,1,64,17,18,1175826349.0,76.68,天津市,442.45,0.03941688326364561,0.15794240173881544,0.2495649225901232,20.885237013104714,21.842942857755194,4.1588830833596715,1.0554612451753353,2.8733001441339514,11.70275997417875
600075.SH,2011,65,4470921572.0,1,4,4563,47,14,3620600019.0,76.05,新疆维吾尔自治区,4475.41,0.017410695332941564,0.07400794027695991,0.23525442361705406,22.009905600153868,22.2208603925548,8.425735580927402,0.18374667827172964,1.2017113649351483,11.67773156304457
600072.SH,2011,31,2393946402.0,1,1,876,13,14,1503120641.0,140.0,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,21.130809211295777,21.59620905536039,6.775366090936392,0.3549016417154469,1.4260403844973228,10.98914739104524
600070.SH,2011,33,1453379839.0,0,1,2832,22,17,1101622988.0,57.41,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,20.820050372989602,21.097157604439204,7.94873845481361,-0.1544284987665847,0.8569047596989556,9.687351852500768
600067.SH,2011,35,9364643791.0,0,1,269,17,23,9320059101.0,174.5,福建省,1878.97,0.4073987344130029,850.5444444444445,0.0004789858273415754,22.955434806932818,22.960207135920456,5.594711379601839,1.8784558667008415,6.5433931860043435,28.500081459281514
600066.SH,2011,41,7860071148.0,0,4,5216,31,14,16931925945.0,350.0,河南省,14373.32,0.04287666315089346,0.1134930968249262,0.3777909348709971,23.55246678592437,22.785061495254954,8.559486103606488,1.3427201944033769,3.829446188381428,33.682776004932165
600064.SH,2011,32,14966114228.0,1,1,735,17,19,2431210307.0,182.99,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,21.61165503902809,23.429054431075784,6.5998704992128365,-0.15635694259575406,0.8552538593488518,4.187404585090529
600063.SH,2011,34,5382265238.0,1,3,3080,48,14,3137766326.0,84.27,安徽省,9392.44,0.24849027515746705,0.8705250908222867,0.2854487225896572,21.86677702258268,22.40637517045968,8.03268487596762,0.0964731981078657,1.1012800643587486,9.374056165642491
600061.SH,2011,31,1353910176.0,1,1,1832,21,14,3013712500.0,165.0,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,21.826438544412518,21.026262669501797,7.513163545234075,1.074538062230344,2.928639738710461,30.448629713469156
600057.SH,2011,35,6851861847.0,1,1,11,3,14,33934350584.0,306.42,福建省,1878.97,0.4073987344130029,850.5444444444445,0.0004789858273415754,24.24769362986288,22.647786254770693,2.3978952727983707,4.6834619149129555,108.14380994303029,253.0733682499276
600054.SH,2011,34,2993816307.0,1,3,3762,32,15,1601227358.0,86.5,安徽省,9392.44,0.24849027515746705,0.8705250908222867,0.2854487225896572,21.194036270872278,21.819814767354217,8.232706009860976,-0.3186706626491844,0.7271149759980315,7.418046051873904
600053.SH,2011,36,2757909833.0,0,3,64,21,14,400567828.5,128.02,江西省,5546.41,0.620455393669058,299.2434782608696,0.0020734132528969188,19.80839366968354,21.737738922889697,4.1588830833596715,0.03975855102436654,1.0405595018330789,4.337937172728049
600052.SH,2011,33,8364458853.0,0,1,863,22,18,1812390821.0,44.5,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,21.317912706189148,22.847257477481474,6.760414691083428,-0.17883221223799062,0.8362461995046896,4.834542041093554
600051.SH,2011,33,5417767140.0,0,1,933,6,17,4137526528.0,298.75,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,22.143363989230245,22.412949600726666,6.838405200847344,0.8665469304614799,2.3786828983910566,15.437167483384972
600048.SH,2011,44,195000000000.0,1,1,11392,17,19,47036222186.0,573.0,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,24.57418382663994,25.996265395510157,9.340666633651757,0.17291408550949328,1.188763968645896,6.010536682795504
600039.SH,2011,51,8525294112.0,1,4,3310,13,12,6715659829.0,87.2,四川省,9215.4,0.21086116717668252,1.9461086240222736,0.10835015300475292,22.62770792404508,22.866303359462233,8.104703468371108,0.5601216721534623,1.7508855213483216,13.63244132120249
600037.SH,2011,11,11117433902.0,1,1,3265,22,12,1897836982.0,268.49,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,21.363980644088226,23.131780334930056,8.09101504171053,-0.8521910707860112,0.42647946079383825,3.1154971922945633
600036.SH,2011,44,2790000000000.0,0,1,42784,20,24,96157000000.0,1232.49,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,25.289248109243314,28.65706271176182,10.66391947990167,-1.2093919981273809,0.2983786390621018,1.1173471398585453
600035.SH,2011,42,9534882183.0,1,4,844,5,11,949872247.8,100.84,湖北省,7454.98,0.27915165433039396,2.023757196203517,0.1379373251169017,20.67183805751615,22.978222719656067,6.738152494595957,-0.8917488762826951,0.40993819428938505,2.2897032221144142
600031.SH,2011,11,51306717639.0,0,1,42367,11,17,50776301488.0,278.8,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,24.65069557654127,24.66108752867883,10.654125036299098,0.4784474438169095,1.6135673025975228,14.850315446246615
600030.SH,2011,44,148000000000.0,1,1,4162,21,16,25033193810.0,1165.1,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,23.94346853353086,25.720478110710527,8.33375100695358,0.12176389526328535,1.129487392972411,4.863946228648668
600026.SH,2011,31,51588814094.0,1,1,5714,4,15,12290583242.0,237.3,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,23.23209921602973,24.666570704809473,8.65067458279072,-0.10908278826825679,0.8966561818128419,5.243244044607057
600022.SH,2011,37,30050913251.0,1,1,18293,46,11,32185180207.0,64.76,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,24.194771941534274,24.126158888514084,9.814273751991298,0.6831253911432427,1.9800565227516194,17.021579732915963
600020.SH,2011,41,30379388846.0,1,4,2449,5,11,2627266611.0,80.49,河南省,14373.32,0.04287666315089346,0.1134930968249262,0.3777909348709971,21.689209831270638,24.13703021692683,7.803435056952168,-0.9914254634986719,0.371047399344644,2.024109947077157
600019.SH,2011,31,231000000000.0,1,1,42308,46,11,223000000000.0,421.0,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,26.13043760840653,26.165683547468205,10.652731472447943,1.0843540180225393,2.957528691296607,19.284269247421847
600018.SH,2011,31,83257505210.0,1,1,22322,5,23,21778857219.0,160.3,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,23.804205483790916,25.145204114416128,10.01332801821566,-0.3825603753822042,0.6821127069178266,4.8577593967427575
600017.SH,2011,37,10428684137.0,1,1,4018,5,9,3561769475.0,112.81,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,21.993523301864453,23.06782593663862,8.29853954537488,-0.27189533252869946,0.7619340066221542,5.919225368021338
600016.SH,2011,11,2230000000000.0,0,1,33695,20,15,82368000000.0,1856.28,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,25.134462848920073,28.433022701400574,10.425104737380318,-1.1345290986741619,0.3215735150804417,1.200989597373839
600015.SH,2011,11,1240000000000.0,1,1,14304,20,19,33543795435.0,710.0,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,24.236117748388217,27.846132495545493,9.568294497413296,-1.3350126257254082,0.26315485291414126,0.928108872417861
600012.SH,2011,34,10106000905.0,1,3,1562,5,15,2216354505.0,113.9,安徽省,9392.44,0.24849027515746705,0.8705250908222867,0.2854487225896572,21.519129568217288,23.036395233366886,7.3537223303996315,-0.33459327578270237,0.7156290908511117,4.526218785027328
600010.SH,2011,15,49733082746.0,1,1,30838,46,12,42814922834.0,40.43,内蒙古自治区,7539.51,0.012596309309225666,0.1585290533660507,0.07945741832028873,24.48015254311067,24.629936197415965,10.336502974731298,0.4582687756998851,1.5813339700930196,13.634475292333633
600009.SH,2011,31,18919951400.0,1,1,7039,5,13,4611211636.0,223.03,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,22.251756487187528,23.663482831856484,8.85922139360813,-0.5933083731881084,0.5524963935139426,4.252168696946435
600006.SH,2011,42,19408761850.0,1,4,9018,31,12,21393176080.0,150.9,湖北省,7454.98,0.27915165433039396,2.023757196203517,0.1379373251169017,23.786337833356495,23.688990442808834,9.106977858981029,0.8232811213930074,2.2779618583256585,18.436218146035458
600004.SH,2011,44,10639464850.0,1,1,4016,5,11,4239351635.0,292.29,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,22.167676178223807,23.08783602354239,8.298041661371565,-0.10916425826320797,0.8965831342138708,6.9326745553202285
600000.SH,2011,31,2680000000000.0,1,1,29036,20,19,67917672000.0,936.83,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,24.941562102743706,28.616837910451313,10.276291718404732,-1.372289541143969,0.2535258367201066,0.8804141732586717
300299.SZ,2011,35,201981921.1,0,1,580,39,10,128987309.1,118.0,福建省,1878.97,0.4073987344130029,850.5444444444445,0.0004789858273415754,18.67522457841664,19.12368875185521,6.363028103540465,-0.4920444977492924,0.6113751604085117,7.595847243982071
300291.SZ,2011,11,424792573.9,0,1,42,22,9,287285991.4,167.07,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,19.475988763275875,19.86711154633619,3.7376696182833684,0.969889973536155,2.637654231620129,15.214552635790424
300284.SZ,2011,32,2656250720.0,0,1,1854,6,9,1267982981.0,228.93,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,20.96069327094708,21.700181461695788,7.5251007461258,-0.18783471919228667,0.8287516726593416,7.393292694850411
300281.SZ,2011,44,745631207.5,1,1,338,11,24,262967302.5,37.0,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.387540257317976,20.429741676012313,5.823045895483019,-0.31390574072356614,0.7305878895998041,5.926578990675653
300280.SZ,2011,32,818889186.0,0,1,615,22,9,419460628.2,110.55,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.854480225354923,20.523459328633624,6.421622267806518,-0.150682993744768,0.8601203189671157,7.8246980284821674
300276.SZ,2011,42,671303549.7,0,4,432,11,12,282549616.0,57.85,湖北省,7454.98,0.27915165433039396,2.023757196203517,0.1379373251169017,19.459364724987708,20.324731976694792,6.068425588244111,-0.28323156753035583,0.7533453173450011,6.619442275258193
300268.SZ,2011,43,1053056011.0,0,4,371,55,8,553239972.7,24.58,湖南省,8178.06,0.5087746971775702,94.9085310218978,0.005360684563331646,20.131302412375106,20.77496226051647,5.916202062607435,0.190435963978957,1.2097769018578652,9.26144292323066
300266.SZ,2011,33,691638681.4,0,1,411,10,19,312402227.4,61.0,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,19.559802105865973,20.354574240515905,6.018593214496234,-0.17938681254988698,0.8357825456847829,7.211286339456507
300263.SZ,2011,41,1022550320.0,0,4,477,11,16,443522857.7,77.5,河南省,14373.32,0.04287666315089346,0.1134930968249262,0.3777909348709971,19.910259897731912,20.74556565738426,6.1675164908883415,-0.11817166085370623,0.8885435113845936,7.24935728828223
300262.SZ,2011,31,498172092.7,0,1,103,10,12,159656088.6,51.67,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,18.88853261357293,20.026456142964854,4.634728988229636,-0.08371405906231377,0.9196941967215836,6.254876796000759
300261.SZ,2011,32,641328251.5,0,1,207,48,5,230168133.2,75.77,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.254320613739985,20.279051976633873,5.332718793265369,-0.15537396904458234,0.8560949645965098,6.43311357456256
300260.SZ,2011,32,822500459.7,0,1,902,11,11,314843862.9,71.38,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.567587400569938,20.52785959950942,6.804614520062624,-0.5996141223469298,0.5490234511048514,5.446082537456744
300258.SZ,2011,32,1045001567.0,0,1,872,30,19,383103572.7,71.7,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.7638159353909,20.767284221883592,6.77078942390898,-0.5284453133584979,0.589520777674602,5.4902656495832565
300257.SZ,2011,31,3324053665.0,0,1,2342,11,9,1982520383.0,329.81,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,21.407634792883222,21.92445085851446,7.758760544157663,0.031471892014293346,1.0319723685233986,9.22092765661305
300251.SZ,2011,11,1893147578.0,0,1,461,22,11,697925090.3,199.9,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,20.363622334480286,21.361506665986973,6.133398042996649,-0.00856424172969028,0.9914723269197985,6.973240892626039
300243.SZ,2011,37,570980885.2,0,1,395,48,10,765743540.5,72.41,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,20.456357868120847,20.162866291052946,5.978885764901122,0.8451170425558097,2.32825030298958,20.805770918089163
300242.SZ,2011,44,333570613.5,0,1,682,22,9,203455136.5,84.06,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.130956079082704,19.625365135540022,6.525029657843462,-0.39532755950370113,0.6734594050869389,7.725968169876724
300240.SZ,2011,32,1241462719.0,0,1,2285,3,18,1244028675.0,268.42,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,20.941620881640823,20.939556133464436,7.734121303328305,0.14810246949711914,1.1596317171540167,12.943479128531424
300237.SZ,2011,37,892228057.1,1,1,871,13,7,522076348.9,43.3,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,20.07332439741217,20.60923232726105,6.769641976852503,-0.12660510965366711,0.8810815345012893,8.508535399620834
300236.SZ,2011,31,402496570.4,0,1,199,48,7,150206180.6,153.13,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,18.827519445582194,19.81319713404125,5.293304824724492,-0.29502518259711863,0.7445128384629754,6.168919889068388
300230.SZ,2011,31,543333119.9,0,1,439,48,9,293966862.3,115.14,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,19.49897760568503,20.11323317027481,6.0844994130751715,-0.12739664496333258,0.8803844032944179,8.151906482037768
300225.SZ,2011,31,769441770.0,0,1,559,48,18,517316860.2,181.73,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,20.06416612713544,20.46117583586528,6.326149473155099,0.13495541152857182,1.144485752343335,10.33467548401865
300224.SZ,2011,37,1853134275.0,0,1,723,51,11,1172666567.0,145.0,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,20.882546109602192,21.34014424519686,6.583409222158765,0.3353863406893076,1.3984805708156232,10.94108961091871
300222.SZ,2011,31,662353065.3,0,1,180,7,9,192864560.4,64.2,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,19.07749874093515,20.31130930299959,5.19295685089021,-0.29274462343075136,0.7462126816009018,5.3934387089382385
300221.SZ,2011,44,946239788.9,0,1,641,48,14,800046679.8,135.52,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.50018063367992,20.668006571534853,6.46302945692067,0.39376960101094216,1.482558929243362,13.169072927084297
300218.SZ,2011,34,1289605791.0,0,3,1501,48,17,991285534.8,564.37,安徽省,9392.44,0.24849027515746705,0.8705250908222867,0.2854487225896572,20.71451317874494,20.977602420246257,7.313886831633462,0.07387265284697797,1.0766696859462626,10.81500102903233
300214.SZ,2011,37,1247708583.0,0,1,265,48,8,987307779.7,48.18,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,20.71049238232375,20.944574572415053,5.579729825986222,0.8111632329505145,2.250524348740561,15.364382788909145
300210.SZ,2011,21,669980700.4,0,2,251,11,7,202890132.8,12.86,辽宁省,3997.53,0.1518462650686799,124.38729508196721,0.0012207538154810594,19.128175172760887,20.32275946456127,5.5254529391317835,-0.3871766265881931,0.6789711599756301,5.276426678526868
300209.SZ,2011,43,935231861.6,0,4,260,24,11,160194201.9,66.73,湖南省,8178.06,0.5087746971775702,94.9085310218978,0.005360684563331646,18.89189739905966,20.656305036831778,5.560681631015528,-0.8319683011411483,0.43519185413287237,3.158973931959527
300208.SZ,2011,37,859489488.9,1,1,260,7,13,222423508.2,41.86,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,19.22009381709273,20.57184915339303,5.560681631015528,-0.4546892365822037,0.6346451618058933,4.6963676418520475
300203.SZ,2011,33,2150141297.0,0,1,1364,10,9,764253945.9,100.13,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,20.454410681822967,21.48879939646143,7.218176838403408,-0.4434642800670714,0.6418091587049369,5.605179452274087
300198.SZ,2011,35,988955603.5,0,1,271,12,8,275411010.8,51.05,福建省,1878.97,0.4073987344130029,850.5444444444445,0.0004789858273415754,19.433775124577977,20.71215999828616,5.602118820879701,-0.339806196843389,0.7119082794657337,5.15013088323748
300197.SZ,2011,44,1554401220.0,0,1,243,10,10,825174434.1,99.63,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.531105357222394,21.164356240895955,5.493061443340548,0.5401366087783668,1.716241299798724,10.932201028623002
300195.SZ,2011,12,1470621287.0,0,1,371,11,16,551325609.1,115.21,天津市,442.45,0.03941688326364561,0.15794240173881544,0.2495649225901232,20.127836134684923,21.108950792665834,5.916202062607435,-0.007132138234449137,0.9928932351055574,7.043394607551247
300193.SZ,2011,44,2087511082.0,0,1,1477,11,6,594110088.6,153.6,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.202575194498067,21.459238323417708,7.29776828253138,-0.7112624734732549,0.4910239013394781,4.396607945046099
300192.SZ,2011,32,620335930.0,0,1,258,33,8,296075139.0,47.48,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.50612382804736,20.2457717118512,5.552959584921617,0.02406048621083645,1.0243522752045098,8.152600624938025
300191.SZ,2011,11,1091668761.0,0,1,67,34,8,124682815.4,189.7,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,18.641283593615842,20.81097333583696,4.204692619390966,-0.607824981343084,0.5445339535009364,2.8187493590438177
300190.SZ,2011,32,1049298851.0,0,1,130,10,8,263799046.1,171.58,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.390698182243984,20.771388017111814,4.867534450455582,-0.11141748979116439,0.8945651991196774,5.414512859798032
300189.SZ,2011,46,1338701244.0,0,4,422,56,11,427603100.8,65.0,海南省,782.4,0.38114775051124744,inf,0.0,19.873705988725916,21.014965760015425,6.045005314036012,-0.2602763486022708,0.7708385362148846,5.75133112843829
300187.SZ,2011,43,1083544889.0,0,4,291,10,7,343652137.4,42.35,湖南省,8178.06,0.5087746971775702,94.9085310218978,0.005360684563331646,19.65514047521282,20.803503807708715,5.673323267171493,-0.20117660079669797,0.8177680003205287,5.887837743999895
300176.SZ,2011,44,825267144.0,0,1,1447,30,8,531368074.0,211.61,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.09096551044866,20.53121770279261,7.277247726631484,-0.27499585524236103,0.759575271473853,8.392213201261958
300175.SZ,2011,37,785713491.1,0,1,332,55,9,470936699.6,27.67,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,19.97023424719506,20.482102768801738,5.805134968916488,0.24581616466202405,1.2786644882155562,10.207361876882773
300173.SZ,2011,44,792394311.0,1,1,474,11,14,238264883.6,88.33,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.28889356906155,20.49056969330808,6.161207321695077,-0.5887165456328187,0.5550391952635612,4.794614211700212
300172.SZ,2011,32,939369660.0,0,1,202,10,10,241163377.1,57.11,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.300985175053526,20.660719633824616,5.308267697401205,-0.3203389510018466,0.7259029498381984,4.973012978609597
300171.SZ,2011,31,2518398699.0,0,1,684,11,18,648865071.7,128.43,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,20.29073535120478,21.646889099589384,6.52795791762255,-0.4116028553973434,0.6625873668026426,4.772882727179245
300169.SZ,2011,32,1265215761.0,0,1,661,48,13,413377198.3,37.92,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.839871047183752,20.958508506637177,6.493753839851686,-0.4481628807704663,0.6388006272193836,5.344815055934913
300165.SZ,2011,32,1526460202.0,0,1,973,38,5,300688978.4,129.06,江苏省,7508.44,0.2966967838858671,0.991940618835798,0.2991074044675059,19.521586994144347,21.146217298394166,6.880384082186005,-1.0365322815460631,0.3546824908995259,3.103547119834448
300164.SZ,2011,61,1371257907.0,0,4,301,34,16,349518030.6,141.2,陕西省,4193.6,0.026979206409767264,0.10387154228216262,0.2597362647844334,19.672065708007008,21.038994335808738,5.707110264748875,-0.3351789583495375,0.7152100820833229,4.917955006121798
300154.SZ,2011,44,1596093308.0,0,1,1222,11,8,759514864.9,141.39,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.448190451763807,21.190824797924243,7.108244139731541,-0.23073580384761172,0.7939491966519591,7.242777877540091
300152.SZ,2011,13,1565171228.0,0,1,236,10,8,270450318.4,88.25,河北省,8278.32,0.009703659679741784,0.0329895975786547,0.2941430145246862,19.415598973578113,21.171261065816214,5.4638318050256105,-0.5672111500782302,0.5671048055599345,3.5831935643690564
300151.SZ,2011,44,808707937.8,0,1,1261,11,10,342795871.7,107.9,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.652645701733235,20.51094839352425,7.13966033596492,-0.6442434016443865,0.5250596511302764,5.646882738505682
300150.SZ,2011,11,1501664886.0,0,1,230,41,12,300090073.3,66.5,北京市,298.62,0.0007702096309691247,0.003955968352253182,0.1946955997588909,19.5195932318895,21.129840253544337,5.438079308923196,-0.4284210976110563,0.6515369963516323,4.131556462307769
300148.SZ,2011,43,577527201.2,0,4,209,39,8,277601529.5,75.0,湖南省,8178.06,0.5087746971775702,94.9085310218978,0.005360684563331646,19.44169729630797,20.174266100896,5.342334251964811,0.0888964485427195,1.09296747209174,8.430430936320315
300145.SZ,2011,33,1272681519.0,1,1,890,11,20,865025202.0,60.6,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,20.578269199731846,20.964391943759964,6.7912214627261855,0.16294814422111514,1.1769756551166586,10.523160921683322
300144.SZ,2011,33,3041521161.0,0,1,499,32,17,504532175.1,207.7,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,20.039142171938394,21.835623609123157,6.212606095751519,-0.6415665612459129,0.5264670348464433,3.3844720396048436
300140.SZ,2011,61,880853614.9,1,4,565,10,10,287066327.4,157.8,陕西省,4193.6,0.026979206409767264,0.10387154228216262,0.2597362647844334,19.475223852946378,20.59640201220594,6.336825731146441,-0.5370210110782203,0.584486841294825,5.128520327186457
300137.SZ,2011,13,922201240.0,0,1,333,10,15,146557775.6,47.47,河北省,8278.32,0.009703659679741784,0.0329895975786547,0.2941430145246862,18.80293028137317,20.64227402234669,5.808142489980444,-1.0158257857850526,0.36210328658858476,2.7884650531257686
300133.SZ,2011,33,1472973485.0,0,1,66,22,6,403068202.5,166.74,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,19.8146163425647,21.110548973586003,4.189654742026425,0.3976673409718181,1.4883488348692908,7.181316067853622
300132.SZ,2011,35,847713144.0,0,1,268,53,10,550401913.4,50.49,福建省,1878.97,0.4073987344130029,850.5444444444445,0.0004789858273415754,20.12615932095818,20.558052862943857,5.5909869805108565,0.4467747735355925,1.5632621716218158,11.684299919344047
300131.SZ,2011,44,597078930.9,0,1,820,38,10,471577694.9,34.66,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.971594428859266,20.20755987518038,6.709304340258298,0.030227218972401104,1.0306886993762336,10.773913208337717
300127.SZ,2011,51,1076751201.0,0,4,1185,38,10,563624220.8,112.66,四川省,9215.4,0.21086116717668252,1.9461086240222736,0.10835015300475292,20.14989831222508,20.797214197291417,7.077498053569231,-0.28747305474100493,0.7501567796673748,7.442389058950058
300126.SZ,2011,31,1113741724.0,0,1,1453,11,11,564927356.7,33.5,上海市,420.03,0.28228936028378926,1.8844564526382706,0.14979882389353144,20.15220770863221,20.83099110596972,7.2813856635702825,-0.38969397969172626,0.677264099357508,6.9859524867302
300124.SZ,2011,44,2673034257.0,0,1,1560,7,8,1054026834.0,158.1,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,20.775883745944537,21.70648008995822,7.352441100243583,-0.30440792110949655,0.7375599388088362,6.316936991012923
300121.SZ,2011,37,575753685.6,0,1,618,48,11,351370560.0,52.46,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,19.677351951038563,20.171190498034072,6.42648845745769,-0.12511192804883997,0.8823981319558868,8.717649944461137
300119.SZ,2011,12,1671176719.0,0,1,1357,44,10,587713347.5,60.9,天津市,442.45,0.03941688326364561,0.15794240173881544,0.2495649225901232,20.191749882742368,21.236793837401123,7.213031659834869,-0.5575262434094794,0.5726238452259778,5.293757864346221
300112.SZ,2011,44,475501381.4,0,1,408,38,17,188241367.2,124.26,广东省,4244.73,0.4471474039573778,1917.1919191919192,0.00023323038214444737,19.053235565425428,19.97988034509797,6.0112671744041615,-0.46514445015313655,0.6280443775304756,5.897681109460571
300109.SZ,2011,41,389738483.8,0,4,275,48,8,190734549.1,47.02,河南省,14373.32,0.04287666315089346,0.1134930968249262,0.3777909348709971,19.06639322406173,19.780986517806863,5.616771097666572,-0.1721257172102364,0.8418733285491565,7.5641538190658295
300105.SZ,2011,37,2158200772.0,1,1,545,10,13,883986129.4,262.6,山东省,10782.86,0.011598963540285228,0.03377194285205097,0.3434496970191582,20.599951929754834,21.492540735599338,6.300785794663244,0.0819115871505458,1.0853598458307332,7.693887370603627
300103.SZ,2011,61,729790410.6,0,4,256,10,9,233820732.4,87.83,陕西省,4193.6,0.026979206409767264,0.10387154228216262,0.2597362647844334,19.270065278862052,20.408267942115977,5.545177444479562,-0.30319433726468503,0.7384555729888175,5.652742839991157
300100.SZ,2011,33,1358864372.0,0,1,2521,30,11,975669032.8,43.7,浙江省,2267.84,0.3415055735854381,10.102791547091051,0.03380309016509101,20.69863398113031,21.029915167282248,7.83241092718792,-0.18832635428722178,0.8283443293924037,9.260623824521671
