firm_id,year,province_id,asset,type,area,staff,industry,age,revenue,wage,province,total,rice_proportion,rice_to_wheat_ratio,wheat_proportion,ln_y,ln_k,ln_l,ln_a,tfp_cd,tfp_ces
600892.SH,2010,44,186795164.8,0,1,207,39,17,208898648.7,111.37,广东省,4262.77,0.4499750162453053,2230.3953488372094,0.00020174675152541654,19.157359757860586,19.0455231990557,5.332718793265369,0.4645466344153135,1.591292588030384,15.879832406029172
600889.SH,2010,32,3577746708.0,1,1,3555,48,18,1004140026.0,73.67,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,20.727397316618664,21.997999028023468,8.176110342237342,-0.8652968541712971,0.4209265802677935,4.067609990884769
600883.SH,2010,53,582939137.8,0,4,138,49,20,47549601.93,80.48,云南省,6257.06,0.14912914371925473,2.238640180413608,0.06661595062217718,17.6772839753118,20.18359334401104,4.927253685157205,-1.5080946636757897,0.22133128700502214,1.5512392910451742
600881.SH,2010,22,26524473530.0,1,2,14284,49,17,8136373356.0,447.45,吉林省,5258.93,0.12933999882105296,161.56532066508316,0.0008005430762531541,22.819610384020315,24.001333673181623,9.566895308714338,-0.5164819952444866,0.5966157574026563,4.989351190303725
600861.SH,2010,11,2892329476.0,1,1,823,23,18,1789806545.0,104.78,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,21.30537337553951,21.785328061448105,6.71295620067707,0.4455447863728157,1.5613405612389797,11.361870570104863
600860.SH,2010,11,1457360678.0,1,1,2036,11,17,821357719.7,75.0,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,20.52646928470198,21.09989288191153,7.618742377670413,-0.3121862309430119,0.731845223310534,7.663556069844104
600859.SH,2010,11,8313523367.0,1,1,10973,23,17,13946229857.0,285.0,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,23.358475047539706,22.841149347170294,9.3031929889908,0.806446784953339,2.239934859700689,23.053876733383117
600858.SH,2010,37,8307123401.0,1,1,1699,23,17,8794677128.0,43.2,山东省,10677.4,0.012049749939123756,0.03526187409214241,0.3417217674714818,22.89741250360363,22.840379224755008,7.4377951216719325,1.122598358078596,3.0728281470661423,20.705492863071523
600857.SH,2010,33,621119296.4,0,1,268,23,16,959874449.5,358.21,浙江省,2322.55,0.35411939463090136,11.904182949775654,0.029747475834750597,20.682313052102643,20.2470337251519,5.5909869805108565,1.1836813638233146,3.2663768177884642,26.213837509955084
600846.SH,2010,31,4140057920.0,1,1,386,13,17,1935984163.0,130.2,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.383881645498743,22.143975615023933,5.955837369464831,0.6308906375235708,1.8792835946154227,10.640295293440891
600844.SH,2010,32,3991325393.0,1,1,1435,47,16,308660509.8,84.61,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,19.54775255709114,22.107389191385796,7.268920128193722,-1.7307539038277668,0.17715080494359658,1.358013987603311
600843.SH,2010,31,1630623371.0,0,1,805,11,16,1677905628.0,104.8,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.240812202647042,21.21222821485132,6.690842277418564,0.723256534668046,2.0611344491029864,17.014540131741292
600841.SH,2010,31,4046865485.0,1,1,3253,11,17,4831398472.0,119.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,22.298401801419004,22.121208464086603,8.087332926473351,0.6710704717306637,1.9563303965321037,18.005330880316126
600838.SH,2010,31,989291560.7,1,1,425,23,17,150507656.7,67.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,18.82952451594217,20.71249964967989,6.052089168924417,-1.1316254402236074,0.3225086116785478,2.5827658452094444
600837.SH,2010,31,115000000000.0,1,1,6764,21,17,9767691726.0,555.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,23.00234601367449,25.46819796530966,8.81936971001847,-0.8749582040222244,0.41687944319833237,2.113665489300472
600836.SH,2010,31,2598269176.0,0,1,2115,6,16,1493981881.0,170.66,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.124710795738782,21.678111358757732,7.656810091480378,-0.0658356859616358,0.9362846963724071,8.651294173678439
600835.SH,2010,31,15187648313.0,1,1,4931,11,16,13259978831.0,170.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,23.308016225247346,23.44374832346452,8.503297086224126,0.7388626824691276,2.0935531253134423,15.63227369562745
600831.SH,2010,61,3175808116.0,1,4,3764,22,14,1222144527.0,111.8,陕西省,4237.57,0.027206630214958106,0.10296232127387853,0.264238702841487,20.9238729615698,21.878827961629554,8.23323750070527,-0.6233515823453146,0.5361444905351813,5.39610150258811
600821.SH,2010,12,1490952663.0,1,1,928,14,13,594721295.1,60.0,天津市,438.78,0.04079493140070194,0.1637694419030192,0.2490997766534482,20.203603442174284,21.122681123734072,6.833031732786201,-0.3211195803442415,0.7253365098144402,6.312887841870385
600820.SH,2010,31,20114704729.0,1,1,6341,13,17,15173581308.0,137.33,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,23.442821680757213,23.724716963095506,8.754791763700032,0.6056551311328384,1.8324523122895213,13.582593752435363
600819.SH,2010,31,6473467440.0,1,1,298,49,17,2685638607.0,209.38,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.711184379085307,22.590977727713707,5.697093486505405,0.8061552356997375,2.239281903553291,10.830189583474793
600818.SH,2010,31,743111967.5,0,1,1522,29,15,632243603.0,39.26,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,20.264785325630026,20.42635728782913,7.3277805384216315,-0.06127729777351121,0.9405623877548661,10.773588669628374
600807.SH,2010,37,1814777602.0,0,1,269,17,17,703181117.8,76.05,山东省,10677.4,0.012049749939123756,0.03526187409214241,0.3417217674714818,20.371125052154476,21.31922876382207,5.594711379601839,0.24782225756034393,1.2812321826203334,8.061520143947952
600805.SH,2010,32,8670455614.0,1,1,4666,8,19,2126873157.0,155.4,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,21.477918736689535,22.883187176992497,8.448057452581375,-0.7424551052406088,0.4759439873826723,3.9904000656751015
600802.SH,2010,35,3363568722.0,1,1,1917,49,17,1356250042.0,75.71,福建省,1945.91,0.40576902323334585,540.8150684931508,0.000750291637331634,21.027989406220787,21.936268366914387,7.558516743045645,-0.27165827903238515,0.7621146471522734,6.488508058185569
600801.SH,2010,42,17812222066.0,0,4,9385,49,17,8469426137.0,334.6,湖北省,7377.94,0.28298413920416815,2.0636947711772264,0.13712499695036828,22.85972859089477,23.603150691541266,9.14686794902061,-0.07005177322265244,0.9323455481227142,7.765876617764918
600800.SH,2010,12,1016882444.0,1,1,1398,47,31,220925331.6,27.84,天津市,438.78,0.04079493140070194,0.1637694419030192,0.2490997766534482,19.21333533632908,20.740007356377898,7.242797922793756,-1.2596217072352607,0.28376135106445766,2.9630699214907503
600793.SH,2010,51,712973647.7,1,4,2332,52,14,757466674.9,25.72,四川省,9158.73,0.21475903318473197,1.8710475248278224,0.11478010597539179,20.4454901008487,20.384955017947995,7.754481547470383,-0.03419275285125778,0.9663852131787249,12.336467359472957
600791.SH,2010,11,4916136588.0,1,1,95,17,13,1064191985.0,115.58,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,20.785481648619136,22.315788812641763,4.553876891600541,0.5164266679587817,1.676027932279298,6.703465850720941
600787.SH,2010,12,9360221030.0,1,1,5216,3,13,18347230110.0,100.0,天津市,438.78,0.04079493140070194,0.1637694419030192,0.2490997766534482,23.63274445236932,22.959734741473337,8.559486103606488,1.321484208363934,3.7489815197630345,31.676457370631994
600785.SH,2010,64,2249037478.0,0,4,594,23,13,3985043389.0,163.8,宁夏回族自治区,1205.86,0.06896322956230408,0.39343331598618536,0.17528568822251342,22.105814037209615,21.533768174079984,6.386879319362645,1.5279637965838049,4.608782842150574,32.999384112789066
600784.SH,2010,37,2107379934.0,1,1,2913,8,17,4294463055.0,78.15,山东省,10677.4,0.012049749939123756,0.03526187409214241,0.3417217674714818,22.18059236826942,21.46871127539888,7.976938756959434,0.9784373671751219,2.6602959265146033,27.76465593328579
600783.SH,2010,37,3118764644.0,1,1,1056,21,17,213259248.3,115.57,山东省,10677.4,0.012049749939123756,0.03526187409214241,0.3417217674714818,19.178019111742692,21.86070281292402,6.962243464266207,-1.829419709636165,0.16050668123659037,1.214570621175611
600782.SH,2010,36,26756746659.0,1,3,28062,46,7,35212557744.0,101.95,江西省,5505.0,0.6195149863760218,316.6601671309192,0.0019564032697547682,24.28466861001976,24.010052490039843,10.242171626953942,0.6623187308655751,1.9392838023465957,18.88084190057663
600778.SH,2010,65,2877768615.0,0,4,2264,23,17,2916533089.0,143.89,新疆维吾尔自治区,4236.75,0.016675517790759427,0.06477491519207848,0.2574378946126158,21.79366144954192,21.78028104433378,7.724888439323074,0.5153893453878284,1.67429025209885,15.346738207036275
600755.SH,2010,35,20339971240.0,1,1,2035,6,14,33991403187.0,339.45,福建省,1945.91,0.40576902323334585,540.8150684931508,0.000750291637331634,24.24937348215009,23.73585381360319,7.618251097876695,1.8789992037569174,6.546949420024148,37.509835209954495
600754.SH,2010,31,5536294036.0,1,1,2689,32,16,2124540565.0,129.2,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.476821411241303,22.434591167290616,7.896924656268864,-0.2533488722871855,0.7761970409450654,6.364895881024158
600753.SH,2010,35,234224910.4,0,1,856,6,14,9852880.78,35.0,福建省,1945.91,0.40576902323334585,540.8150684931508,0.000750291637331634,16.103274435363346,19.271792367263295,6.752270376141742,-3.3121505900742227,0.036437726816754036,0.4785721585797368
600751.SH,2010,12,753734818.6,0,1,671,38,14,200921504.5,60.7,天津市,438.78,0.04079493140070194,0.1637694419030192,0.2490997766534482,19.11842486487303,20.44055116464197,6.508769136971682,-0.8748438365973428,0.41692712335321336,3.9438509827508104
600749.SH,2010,54,610527769.4,0,4,520,32,14,124607759.3,44.4,西藏自治区,218.86,0.004477748332267203,0.026450742240215926,0.169286301745408,18.640681436054464,20.229834336803247,6.253828811575473,-1.1239672269210255,0.32498793288672556,3.044815977430029
600748.SH,2010,31,16862280268.0,1,1,66,17,14,3362815779.0,142.5,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.936044489435176,23.548345027587377,4.189654742026425,1.1023382750959279,3.011198809633743,8.500543910410169
600746.SH,2010,32,750509298.0,1,1,1093,47,14,785759220.2,45.75,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,20.48216096783973,20.436262598034997,6.996681488176539,0.2882140285971868,1.3340427968788908,14.126327095039212
600743.SH,2010,11,9658763998.0,1,1,178,17,18,1778913454.0,894.86,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,21.29926859576769,22.991131526466873,5.181783550292085,0.37626398120341165,1.4568316591896728,5.75725649628418
600731.SH,2010,43,1282917918.0,1,4,2185,48,16,851922365.3,39.24,湖南省,8057.99,0.5094632780631398,98.09438470728793,0.00519360287118748,20.563005960101954,20.972402943916016,7.68937110752969,-0.23096746913102528,0.7937652874898073,8.702138639696573
600730.SH,2010,11,1701099048.0,1,1,418,33,18,1165681651.0,173.0,北京市,313.62,0.0009565716472163764,0.004870920603994154,0.19638415917352212,20.87657186100955,21.254540377941773,6.035481432524756,0.6073234063598161,1.8355118984930605,12.939253886240694
600729.SH,2010,50,8606900574.0,1,4,9035,23,18,21212744876.0,191.91,重庆市,3129.85,0.210259277601163,6.298621745788668,0.03338179145965462,23.777868011388268,22.875830110786833,9.10886120302633,1.2866058729327197,3.6204773179498457,35.35354318165243
600727.SH,2010,37,1322253923.0,1,1,1167,47,14,452622706.8,30.5,山东省,10677.4,0.012049749939123756,0.03526187409214241,0.3417217674714818,19.93056945959151,21.00260363481842,7.062191632286556,-0.6197929621850164,0.5380558239658142,5.07268831793603
600712.SH,2010,45,1088272005.0,1,4,1109,23,14,1857688038.0,84.84,广西壮族自治区,5896.37,0.34610616362270347,641.751572327044,0.0005393148666043685,21.34259856119572,20.807856958729808,7.011213987350367,0.9266432274122334,2.5260156700490217,24.622601336869753
600710.SH,2010,32,2883765212.0,1,1,1342,6,14,2089942787.0,137.0,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,21.46040252790729,21.78236264251418,7.201916317531627,0.3986904383367964,1.4898723398544909,12.118252194211022
600708.SH,2010,31,3425505171.0,1,1,12595,17,17,2283312126.0,146.03,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.54889291262609,21.954514792966737,9.441055188786711,-0.5452629467772017,0.579689335855296,7.574830823267595
600706.SH,2010,61,36984175.82,1,4,103,32,18,28927936.42,63.0,陕西省,4237.57,0.027206630214958106,0.10296232127387853,0.264238702841487,17.18031834430105,17.426000698586552,4.634728988229636,-0.2806394733041442,0.7553005924262758,9.35623177767983
600694.SH,2010,21,11917394555.0,0,2,32700,23,18,24343456921.0,332.67,辽宁省,3950.14,0.1604829195927233,111.60739436619718,0.0014379237191593209,23.915528940756257,23.201264897091377,10.395130356885344,0.6995233646787433,2.01279311050889,24.501579839932212
600693.SH,2010,35,1514500375.0,0,1,986,23,29,1892403587.0,191.5,福建省,1945.91,0.40576902323334585,540.8150684931508,0.000750291637331634,21.361113597196113,21.138351436038008,6.893656354602635,0.8020389906886773,2.230083415193201,19.608240328041507
600692.SH,2010,31,1436765455.0,1,1,887,17,17,240658758.6,104.44,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,19.29889054864635,21.08566021221092,6.787844982309579,-1.1855011613288546,0.3055929897267031,2.654994971126589
600691.SH,2010,14,104653001.1,1,1,1690,48,22,30828995.11,10.22,山西省,3638.11,0.00029960611416367293,0.0016057985533080926,0.18657764608546742,17.243966204780357,18.466160683941506,7.432483807917119,-1.9865016791457917,0.13717446733559913,2.5560139374954156
600689.SH,2010,31,1228415804.0,1,1,1084,27,16,1653218987.0,127.14,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.22599012553469,20.9289912119643,6.988413181999592,0.7491304658212368,2.11516001283081,19.94413661686929
600676.SH,2010,31,4949662506.0,1,1,5804,30,17,5478314283.0,240.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,22.424063277992637,22.322585230596545,8.666302614004078,0.4386115983521863,1.5505529331033485,15.550774638478147
600675.SH,2010,31,21832476394.0,1,1,545,17,17,3030268838.0,155.4,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.831917177944362,23.80666444101947,6.300785794663244,-0.031006566805047875,0.9694692067398422,4.0861181272395415
600668.SH,2010,33,2155878110.0,1,1,1703,49,21,1324530942.0,128.33,浙江省,2322.55,0.35411939463090136,11.904182949775654,0.029747475834750597,21.00432422767193,21.49146395314452,7.440146680662688,0.012470710909201266,1.0125487944727427,9.296295990228144
600667.SH,2010,32,4630892781.0,1,1,689,13,17,2551738663.0,115.65,江苏省,7462.35,0.2981446863253533,1.0112080719934553,0.29484009728838767,21.66004079240466,22.25601551172613,6.535241271013659,0.6006679201939953,1.8233362368630908,11.455964932759256
600665.SH,2010,61,7699292293.0,1,4,1235,17,18,2049932657.0,235.89,陕西省,4237.57,0.027206630214958106,0.10296232127387853,0.264238702841487,21.441072779313245,22.764394251582065,7.118826249062078,-0.15676051786696643,0.8549087696801219,5.455879304717836
600649.SH,2010,31,26084115405.0,1,1,1629,17,18,3897942565.0,184.55,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,22.083714703444006,23.98459236082734,7.395721608602045,-0.33855419621075633,0.7128001472750313,3.6755895855698646
600648.SH,2010,31,23955015887.0,1,1,69,17,16,8881179408.0,109.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,22.907200201347415,23.899443570483115,4.23410650459726,1.8509383864106326,6.365790291822126,16.81611982035998
600647.SH,2010,31,489370614.4,1,1,24,6,19,326762897.9,136.5,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,19.604745382987183,20.00863066303445,3.1780538303479458,1.2494293763962645,3.488351853524661,17.216486639293727
600643.SH,2010,31,1833529611.0,0,1,413,18,27,388594476.6,78.88,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,19.778046881219364,21.32950869533161,6.023447592961033,-0.5297594094915494,0.588746599483997,4.069075626563955
600638.SH,2010,31,6792645677.0,1,1,271,17,14,501095983.0,114.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,20.03230822353382,22.63910634577753,5.602118820879701,-0.8611432904340628,0.42267856161194367,1.9805061129105581
600637.SH,2010,31,2937162467.0,1,1,4133,22,20,2134206090.0,94.87,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.48136055967092,21.800709804963557,8.326758814511733,-0.059407611910389235,0.9423225889535194,9.867105472382118
600635.SH,2010,31,9448824253.0,0,1,47,15,18,3540081161.0,186.0,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.987415490665438,22.969156153039584,3.8501476017100584,1.6316859832257489,5.112487023759504,15.215134988806968
600633.SH,2010,33,223386993.2,1,1,499,39,18,430281274.7,71.16,浙江省,2322.55,0.35411939463090136,11.904182949775654,0.029747475834750597,19.879949680013233,19.22441622088113,6.212606095751519,0.7167784353305819,2.047825370703588,24.00111929956423
600630.SH,2010,31,2579481756.0,1,1,4022,27,19,3531413860.0,131.71,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.984964154614307,21.67085434593546,8.299534570332597,0.5309995819407352,1.7006313797116968,18.238268980740457
600629.SH,2010,31,1350518783.0,1,1,338,6,18,757265153.6,106.4,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,20.44522401902828,21.02375463928238,5.823045895483019,0.398559581242214,1.489677392244216,10.550736414727236
600628.SH,2010,31,5043506610.0,1,1,1018,23,14,3030089773.0,165.14,上海市,415.58,0.2898840175176861,2.284657690119477,0.12688291063092544,21.831858084081592,22.341367433056103,6.925595197110468,0.5603353328735405,1.7512596567771868,11.779778238911847
